学校名称,专业中文名称,专业原名称（官网名称）,内容
罗斯托克大学,机电一体化,Mechatronik,"1.	官网
https://www.uni-rostock.de/mechatronik-1/
1.	授课语言：德语C1+英语B2
2.	申请日期：
①　冬季学期： 8 月 1 日至 9 月 30 日
②　夏季学期：2 月 1 日至 3 月 31 日
3.	申请方式：官网申请
https://app.uni-rostock.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces
4.	申请材料：无特殊材料
5.	匹配度说明：

对于机电一体化学位课程，还必须满足以下特定学科的入学要求：
①　必须证明机电一体化研究中具有至少180个学分或其他同等学位的专业资格学位。
②　必须提供获得数学领域至少18 LP，
技术力学领域12 LP，
电气工程/电子领域12 LP，
测量和控制技术领域至少12 LP
其对应的本科学习内容：
嵌入式系统 6CP
电力电子学基础知识 6CP
电子学基础知识 6CP
机电一体化 6CP
工程的数值和随机数 6CP
系统动力学和控制技术 6CP
电力驱动的基础知识 6CP
流体力学 6CP
微分方程和多维分析 6CP
测量技术的基础知识 6CP
电气工程 6CP
技术力学3:动力学 6CP
建筑理论 12CP
线性代数和几何 6CP
数字系统 6CP
电气工程2   6CP
技术力学2:材料强度 6CP
工程数学：基础和一维： 6CP
电气工程 6CP
技术力学：静力学 6CP
6.	硕士学习内容

数学与物理基础；控制工程；逻辑学；机电系统；集成和测试；


"
杜伊斯堡-埃森大学,电气工程和信息技术理学,Elektrotechnik und Informationstechnik,"1.	官网
https://www.uni-due.de/studienangebote/studiengang.php?id=37
2.	授课语言：德语C1，DSHII
3.	申请日期: 
4.	申请方式: 网申
https://campus.uni-due.de/app_aaa/pages/cs/sys/portal/hisinoneStartPage.faces?chco=y
5.	申请材料：无特殊材料
6.	匹配度说明：
a）数学知识达到21个学分
b）物理基础知识和材料知识，达到13个学分
c）电气工程基础知识知识，达到18个学分
d）固态电子、组件和电路知识，达到11个学分
e）计算机科学基础知识，8个学分
f）通信技术知识达到10个学分
g）能源技术知识达到4个学分
h）控制技术知识，可获得5个学分
i）以应用为导向的电气工程领域知识，达到32个学分
除此之外，参考其对应本科的学习内容：
数学1+2+3=  8CP +7+6=21 CP
通信技术 5CP
机械学力学 5CP
材料学 5CP
实验电气工程 4CP
物理学 5CP
固体电子学 5CP
线性系统理论 5CP
控制技术 5CP
电子元件 4CP
电气网络 7CP
电气和磁场 7CP
程序设计 3CP
电力工程 4CP
计算机科学 4CP
7.	硕士学习内容
在电气工程和信息技术硕士课程中，您可以选择六个方向之一：

自动化技术

电子和光子学

通讯工程

嵌入式系统

电力工程

医疗电子
"
乌尔姆大学,电子工程与信息技术,Electrical Engineering and Infromation Technology,"1. 官网：
https://www.uni-ulm.de/en/study/study-at-ulm-university/study-programmes/course-information/course/electrical-engineering-and-information-technology-master/
2. 授课语言：德语和英语授课，在申请时必须提供以下德语语言证明：
 
TestDaF 4*4, Telc C1, DSH-2 ......
3. 申请日期：
①　冬季申请：01.06 - 15.07 
②　夏季申请：01.12 - 15.01 
PS: 学校申请门户于23.04.2024 - 07.05.2024进行维护，无法创建，处理或提交申请
4. 申请方式：官网申请
https://campus4.uni-ulm.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces?chco=y&sessionlanguage=en
5. 申请材料：
	学士学位文凭和学位证书
	成绩单，需附上成绩等级说明（最高及最低合格分数）
	课程描述
	特定主题附加信息的表格
https://www.uni-ulm.de/fileadmin/website_uni_ulm/studium/zulassung_und_immatrikulation/1_fs_masterstudieng%C3%A4nge/1fs_ma_fachspezifisches_formular_hisinoneapp/1fs_etit_ma_fachspezifisches_formular_2022_05.pdf
	德语语言能力证明
	APS
	如果是外国高等教育学位：学位课程的评分标准，标明该学位的最低及格分数和最高分数，应显示在学士学位文凭/学士学位证书或更高一级的正式文件上教育机构
	高等教育入学证明
6. 匹配度说明+选拔标准：
1）硕士入学要求+选拔标准：
①　电气工程或 ETIT（电气工程和信息技术）课程的学士学位 满足
②　GPA为2.7或更高 / 成绩为2.0或更高的学士论文 满足
③　数学、电气工程、计算机科学和物理学方面的知识和能力至少相当于乌尔姆大学本科教
授的范围和要求，并且满足硕士课程的特定学科要求
PS：并未给出具体模块的学分要求，因此在下面和乌尔姆学士学位的课程内容进行比对
 
24.75 （30）
 
46（57）
 
21.5（29）
 
24.75（6）
 
12.0 （6）
④　足够的德语水平
2）参考对应本科学习内容：
①　本科电气工程课程以及学分：
 
 
	Höhere Mathematik I - 高等数学 I
	Höhere Mathematik II - 高等数学 II
	Höhere Mathematik III - Differenzialgleichungen - 高等数学 III - 微分方程
	Höhere Mathematik III - Funktionentheorie - 高等数学 III - 函数论 24.75
 
	Grundlagen der Elektrotechnik I - 电气工程基础 I
	Grundlagen der Elektrotechnik II - 电气工程基础 II
	Grundpraktikum der Elektrotechnik - 电气工程基础实验
	Digitale Schaltungen - 数字电路
	Analoge Schaltungen - 模拟电路
	Signale und Systeme - 信号与系统
	Halbleiterbauelemente - 半导体元件
	Elektromagnetische Felder und Wellen - 电磁场与波
	Einführung in die Messtechnik - 测量技术导论
	Wissenschaftliche Software-Tools - 科学软件工具
	Anwendungsorientierte Software-Entwicklung - 应用软件开发 46
 
	Grundlagen der Praktischen Informatik - 实用计算机科学基础 满足
 
	Physik I für Ingenieure - 工程师的物理 I 满足
 
	Einführung in die Energietechnik - 能源技术导论
	Einführung in die Regelungstechnik - 控制技术导论
	Einführung in die Hochfrequenztechnik - 高频技术导论
	Einführung in die Nachrichtentechnik - 通信技术导论
	Projekt Mikrocontroller - 微控制器项目  21.5
https://campusonline.uni-ulm.de/qislsf/pub/studienplan/SP-BA-ET-FSPO2023.pdf
7. 硕士学习内容：
1）重点领域：
 
 
	硬件系统工程：集成电路与系统、高频系统等学科，要求完成特定的核心模块和深化模块，以及至少10学分的实践模块。
	通讯工程：数字通信、高频组件与系统设计等核心模块，以及应用信息理论、传播与天线等深化模块，还包括实践和数学模块的要求。
	纳米，微米和光电工程：强调在电子与光学材料、集成模拟电路等领域的深入学习，以及相关的实践模块。
	自动化与能源技术：自动化技术、电动机驱动等核心课程，及电力电子、可再生能源使用等深化课程。
2）课程模块：
 
	核心模块（至少22学分）：包括自动化技术、数字通信、电动机驱动I、电子与光学材料、高频组件与系统设计、深度学习导论、集成模拟电路和系统理论等。
	专业模块（至少42学分）：选择工程科学领域的硕士课程进行深入学习。
	跨学科模块选取乌尔姆大学非工程科学领域的课程，其中高级服务质量（ASQs）课程不得超过6学分。
	应用模块：从工程科学领域的硕士实习和项目中选择。
	研究型硕士论文( 30学分）
https://campusonline.uni-ulm.de/qislsf/pub/studienplan/SP-MA-ET-FSPO2023.pdf"
汉诺威大学,电气工程与信息技术,Elektrotechnik und Informationstechnik,"1. 官网：
https://www.uni-hannover.de/de/studium/studienangebot/info/studiengang/detail/elektrotechnik-und-informationstechnik-1
2. 授课语言：德语（C1）
3. 申请日期：
③　冬季申请：01.06 - 15.07
④　夏季申请：01.12 - 15.01
4. 申请方式：官网申请
5. 申请材料：无特殊
6. 匹配度说明+选拔标准：
1）硕士入学要求+选拔标准：
①　获得电气工程与信息技术，机电一体化，可持续工程等相关专业的本科学位 满足
②　模块学分要求：
	15 ECTS学分的电气工程基础 满足
	20 ECTS学分的电气工程深入学习 满足
	15 ECTS学分的数学 满足
	10 ECTS学分的控制技术/自动化技术/系统技术 满足
2）参考对应本科学习内容：
①　数学、自然科学和工程科学
 
	工程数学1
	电气工程技术力学1
	工程数学2
	自然科学基础（材料科学 + 物理）
	电气工程技术力学2
	数值数学
	技术热力学
②　信息与系统技术 
 
	数字系统基础
	计算机科学和编程基础
	信号与系统
③　电气工程
 
	电气工程基础：直流和交流电网络
	电气工程基础：电场和磁场
	电气工程基础：特殊网络理论 / GruLaLa 2
	电磁能量转换基础
	半导体电子学 / GruLaLa 3
④　深入课程：（7选4）
 
	电力供应基础
	通信技术基础
	计算机体系结构基础
	电测技术基础
	技术振动学
	电子数字电路
	设计学基础
	控制技术1
	专业方向2
	专业方向2的应用
	控制技术2
	专业方向2
	专业方向2的应用
https://www.uni-hannover.de/de/studium/studienangebot/info/studiengang/detail/elektrotechnik-und-informationstechnik
7. 硕士学习内容：
1） 课程概述：
电气工程和信息技术硕士课程包括一个为期四个学期的专业课程，其中包括核心科目理论电气工程I + II、所选专业领域的深入必修和选修课程、通识研究、实验实验室、项目工作，最后但并非最不重要的一点是硕士论文。通过 16 周的工业实习可以获得额外的实践经验。电气工程专业的学生为独立从事研究、开发和生产工作做好准备。同时，该课程使学生有资格从事技术销售和管理任务。由于理论基础知识广泛且具有较高的实践成分，毕业生可以在科学标准的基础上解决当前的研究和开发问题。
2） 课程模块：
 
理论电气工程：
	理论电气工程1
	理论电气工程2
研究领域：
	理论研究领域1
	理论研究领域2
	理论研究领域3
	理论研究领域4
	高级学习领域1
	高级学习领域2
	高级学习领域3
3） 教学内容：
	自动化和机器人技术专业（以前称为自动化技术）
https://flowcasts.uni-hannover.de/nodes/WPgXj
	机器学习专业（原计算机工程）
https://flowcasts.uni-hannover.de/nodes/GmxMx
	能源和移动专业（以前称为电能技术）
https://flowcasts.uni-hannover.de/nodes/nxnvN
	微电子专业
https://flowcasts.uni-hannover.de/nodes/Eyxko
	通信工程专业
https://flowcasts.uni-hannover.de/nodes/jzLAJ"
布伦瑞克工业大学,电气工程,Elektrotechnik,"1. 官网：
https://www.tu-braunschweig.de/studienangebot/elektrotechnik-master
2. 授课语言：德语（DSH-2）
 
3. 申请日期：
⑤　冬季申请：01.06 - 15.07
⑥　夏季申请：01.12 - 15.01
4. 申请方式：官网申请
5. 申请材料：无特殊+电子申请表格
6. 匹配度说明+选拔标准：
1） 硕士入学要求+选拔标准：
①　获得电气工程或相关专业的学士学位 满足
②　具备以下列出的所需知识和技能：
	数学和物理基础知识，如常微分方程、多变量积分和微分、线性代数、统计和概率论、力学和热力学、光学和原子物理，至少15学分。 满足
	电气和信息技术的基础和核心领域知识，如电工基础、网络理论、电工材料、测量技术、传输理论、电磁场理论、电子学基础、能源技术基础、电路设计、通信技术基础、控制技术基础、编程，以及至少在一个相关电气工程选修领域的深入知识，总计至少45学分。 满足
 
	如果在以下领域的知识和技能没有达到每个至少5学分的要求，录取可以附加条件，要求这些知识和技能需在入学后的两个学期内补足：
a.	电子学基础 满足
b.	电力技术基础 3.5
c.	信息技术基础 满足
d.	控制技术基础 满足
③　足够的德语语言能力
https://www.tu-braunschweig.de/fileadmin/Redaktionsgruppen/Fakultaeten/FK5/dokumente/et_msc/ZO_Master_ET_2020.pdf
2） 选拔流程：
①　计算的平均成绩，以及基于专业知识和技能的性质和数量（按第4
条的规定），将授予分数并加总。根据这些总分数将形成一个排名列表。如果几位申请者的总分数相同，则他们在列表上的排名将通过抽签决定。
②　计算方式：
 
	平均成绩：P = 10*(4-Note) + 35 50
	数学和物理基础：2学分对应1Punkt 18.3
	电气和信息技术的基础和核心领域：2学分对应2Punkt 51
https://www.tu-braunschweig.de/fileadmin/Redaktionsgruppen/Fakultaeten/FK5/dokumente/et_msc/ZO_Master_ET_2020.pdf
7. 硕士学习内容：
1） 5个主要学习方向：
	自主智能系统
	能源系统和驱动技术
	信息技术系统
	光子学和量子技术
	计量和测量技术
2） 课程结构：
	必修课程：这些课程为学生提供了电气工程领域的核心知识和技能。例如，电磁场理论的应用等。
	主要选择课程（主选区域）：
①　信息技术系统：包括诸如信息技术系统设计、通信网络的新架构和协议、图像通信、编码理论和信息理论等主题。
②　质量保证和优化：覆盖测量过程、测量误差、噪声分析、测量不确定性、以及应用统计学的基础。
③　自动驾驶汽车：从辅助到自动化的进程，包括概率知识表示、感知、情境感知和决策制定、人机交互等。
	集成电路和电子组装技术：提供关于集成电路工作原理、设计和技术的知识，以及电子组装技术的详细内容。
	半导体技术：探讨半导体的物理和化学基础、Si和GaAs单晶的生产、有机半导体、掺杂技术等。
https://www.tu-braunschweig.de/fileadmin/Redaktionsgruppen/Fakultaeten/FK5/dokumente/et_msc/MSc_ET_PO_4_11.05.2023.pdf
"
布伦瑞克工业大学,电车,Elektromobilität,"1. 官网：
https://www.tu-braunschweig.de/studienangebot/elektromobilitaet-master
2. 授课语言：德语（DSH-2）
3. 申请日期：
①　冬季申请：01.06 - 15.07
②　夏季申请：01.12 - 15.01
4. 申请方式：官网申请
5. 申请材料：无特殊 + 在线申请表格
6. 匹配度说明+选拔标准：
1） 硕士入学要求：
①　获得电气工程或相关领域的学士学位 满足
②　足够的德语语言能力
③　专业知识及技能 + 本科成绩
2） 选拔标准：
本科平均成绩 + 专业知识技能分别进行评分并相加，根据这些总分数形成一个排名表格，如果几位申请人的总分数相同，则根据在列表上的排名通过抽签决定。
评分方案：
①　本科平均成绩：
 

②　专业知识和技能：
对于“数学和自然科学基础”领域的专业知识，每个主题领域至少2学分，将获得1分 
对于“电气工程和信息技术的基础和核心领域”领域的专业知识，每个主题领域至少2学分，将获得2分。
  
	数学/自然科学基础：需掌握的主要数学和物理学基本概念和技能，包括多元微积分、常微分方程、线性代数与解析几何、统计与概率理论等，以及力学、热力学、光学、原子核物理学等自然科学领域的基本知识。
	编程：需要具备的计算机科学基础，包括计算机体系结构、操作系统、数据结构、网络基础，以及能够使用C/C++或Java等编程语言。
	电气工程：电工基础、电子技术、电力技术、自动化技术、测量技术等。
	机械工程：机械设计、材料科学、动力学、流体力学等。
https://www.tu-braunschweig.de/fileadmin/Redaktionsgruppen/Fakultaeten/FK5/dokumente/emob_msc/ZO_Master_EMOB_2020.pdf
7. 硕士学习内容：
1） 课程主题：
	电气系统
	车辆技术
	能源储存和基础设计
2） 课程结构：
整个学习课程总共包括120个学分（LP），其结构如下：
	基础通识教育区域（20学分），包含：
必修部分（10学分）和
①　控制技术基础
②　电子学基础
③　电磁场理论应用
选修部分（10学分），根据个人兴趣选择相应课程
	技术选修区域（50学分），细分为：
主选区（20 - 35学分），	
①　电动机和发电机
②　电力电子
③　车辆动力学
两个辅选区（各5 - 10学分），以及
①　电气系统
②　能源存储与基础设施
③　车辆技术
生产技术选修区（5 - 10学分）
①　电子装配技术
②　质量管理
	综合区（20学分），包括：
一个经济科学模块（5或6学分），
一个工业实习（10 - 12学分）或团队项目（8学分），
跨学科资格证书（最多7学分）和/或
一个研讨会报告（3学分）
	毕业模块（包括毕业论文和论文答辩）（30学分）。
https://www.tu-braunschweig.de/fileadmin/Redaktionsgruppen/Fakultaeten/FK5/dokumente/emob_msc/Modulhandbuch_EMOB_PO2_2024-03-18.pdf
"
纽伦堡大学,电气工程-电子-信息技术,Elektrotechnik - Elektronik - Informationstechnik,"专业：电气工程-电子-信息技术 Elektrotechnik - Elektronik - Informationstechnik
1. 官网：
https://meinstudium.fau.de/studiengang/elektrotechnik-elektronik-informationstechnik-msc
2. 授课语言：德语（DSH-2）
3. 申请日期：
①　冬季申请：15.07
②　夏季申请：15.01
4. 申请方式：官网申请
5. 申请材料：无特殊
 
6. 匹配度说明+选拔标准：
1） 硕士入学要求+选拔标准：
	电气工程，电子与信息技术相关专业学士学位 
	至少180ECTS 
	成绩2.5及以上 
2） 对应本科课程：
 
数学I，II，III，IV	27.5
电气工程基础 I，II，III	17.5
实验物理 I II	10
信息技术 EEI
计算机科学基础，c语言等	7.5
材料学	2.5
能源与驱动技术
电力驱动技术基础
电能供应基础知识	7.5
半导体元件	5
数字技术	5
信号与系统I II	10
通讯系统	7.5
电磁场I II	7.5
无源元件及其射频行为	5

7. 硕士学习内容：
1) 研究领域与重点：
	应用量子技术
	自动化技术
	能源与驱动技术
	高频技术、光子学和传感器
	信息技术
	电力电子
	微电子学
 
https://www.eei.studium.fau.de/files/2024/03/sf_EEI_SoS_24.pdf
2）课程：
第一和第二学期:
	数学（Mathematik für EEI 1和2）
	电气工程基础（Grundlagen der Elektrotechnik I和II）
	实验物理（Experimentalphysik I和II）
	EEI计算机科学（Informatik der EEI）
	材料学（Werkstoffkunde）
	非技术选修课（Nichttechnische Wahlfächer）
	电气和电路技术实习（Praktikum Grundlagen der Elektro- und Schaltungstechnik）
	工作和演示技术，仿真工具（Arbeits- und Präsentationstechnik Simulationstools）
第三和第四学期:
	数学 III和IV（Mathematik für EEI III和IV）
	能源和驱动技术（Energie- und Antriebstechnik）
	半导体器件（Halbleiterbauelemente）
	数字技术（Digitaltechnik）
	电路技术（Schaltungstechnik）
	信号与系统 I和II（Signale und Systeme I和II）
	电磁场 I（Elektromagnetische Felder I）
	被动元件及其高频行为（Passive Bauelemente und deren HF-Verhalten）
第五和第六学期:
	控制技术 A（Regelungstechnik A）
	信息技术系统（Nachrichtentechnische Systeme）
	电磁场 II（Elektromagnetische Felder II）
	技术选修课（Technische Wahlfächer）
	核心模块和专业模块（Kernmodule und Vertiefungsmodule）
	实习和学期论文（Berufspraktische Tätigkeit und Bachelorarbeit inkl. Vortrag）"
纽伦堡大学,电车,Electromobility - ACES,"1. 官网：
https://meinstudium.fau.eu/studiengang/electromobility-aces-msc/
2. 授课语言：德语（DSH-2）
3. 申请日期：
①　冬季申请：31.05
②　夏季申请：30.10
4. 申请方式：官网申请
https://www.fau.eu/education/application-and-enrolment/applying-for-masters-degree-programmes/
5. 申请材料：无特殊 + 动机信
6. 匹配度说明+选拔标准：
1）硕士入学要求：
学校强烈建议来自印度，巴基斯坦，中国等非欧盟的申请者提交国际标准研究生考试的结果，这将大大提高录取机会，因为只有10%的申请者会获得录取，而提交这些证明使学校更容易评估学术表现。学校接受以下测试：
	GRE - “物理科目考试”、“数学科目考试”或“普通考试”
https://www.ets.org/gre.html
	GATE - 印度机构的
https://www.ets.org/gre.html
 
2）面试：
申请人可能会被邀请进行口试或面试，可能会涵盖以下主题：
	“电动汽车工程基础”（特别是电气工程、机械工程和计算机科学）、“电动汽车工程应用”（特别是电气工程、机械工程和计算机科学）和“科学基础”领域的基础知识质量（例如物理）和“数学”（25%）
	在学士学位中获得的基础知识的质量，构成了与硕士学位的可选专业领域相对应的技术专业的基础；申请人可以选择其中一个专业领域进行口试（25%）
	成功完成的工程项目的描述（例如学士论文）、相关文献的知识质量（30%）
	由于工程模块学习过程中取得的成就不断增加，预后良好；根据第一学位的最终文件（尤其是记录成绩单）进行讨论（20%）
持续时间为45-90分钟
 
7. 硕士学习内容：
重点研究领域：
	人工智能和自动驾驶
	连接性（如车辆网络，智能电网）
	电子动力
	可持续交通和生产技术（如可持续生产，环保发电，汽车共享）
"
德累斯顿工业大学,电气工程,Elektrotechnik,"1. 官网：
https://tu-dresden.de/studium/vor-dem-studium/studienangebot/sins/sins_studiengang?autoid=275#admission_req
2. 授课语言：直录德语C1，条录德语B2
3. 是否NC：否
4. 申请日期：
①　冬季申请：4月1日到7月15日
5. 申请方式：在UA申请
官网申请：https://www.uni-assist.de/en/
6. 申请材料：无特殊，但为Diplom学制，申请时应申请高年级入学
7. 匹配度说明+选拔标准：
因为是申请高年级入学，我们只能参考基础学习部分的内容：
 
	基础研究（第一至第四学期）
电气工程
数学
自然科学
计算机科学与微机技术
系统论（这里指控制理论、信号处理等内容）
自动化与测量技术
电力工程
设备开发（设计、开发和测试各种电子设备和系统的理论与实践知识）
材料与技术力学
微电子与通信工程.
分析：从匹配度上来看，基本都覆盖了
8. 硕士学习内容：
 
 
专业学习（第 5 至第 10 学期），会分成不同的方向：
	自动化、测控技术
	电力能源技术
	设备、微系统和医疗技术
	信息技术
	微电子技术
Modulhandbuch：
https://tu-dresden.de/ing/elektrotechnik/ressourcen/dateien/studium/dipl-et/D_ET_2013_SO-Anlage-2-Teil-4_WPM_SoSe-2024.pdf?lang=de"
德累斯顿工业大学,信息系统技术,Informationssystemtechnik,"1. 官网：
https://tu-dresden.de/studium/vor-dem-studium/studienangebot/sins/sins_studiengang?autoid=285
2. 授课语言：直录德语C1，条录德语B2
3. 是否NC：否
4. 申请日期：
①　冬季申请：4月1日到7月15日
5. 申请方式：在UA申请
官网申请：https://www.uni-assist.de/en/
6. 申请材料：无特殊，但为Diplom学制，申请时应申请高年级入学
7. 匹配度说明+选拔标准：
因为是申请高年级入学，我们只能参考基础学习部分的内容：
 
在基础学习期间，学生学习电气工程、计算机科学和数学的基础知识。
分析：匹配度是满足的
8. 硕士学习内容：
 
  
专业学习（第 5 至第 10 学期），会分成不同的方向：
①电气方向：
	自动化
	电子电路系统
	通信技术
	微电子学
②计算机方向：
	技术信息学
	人工智能
	应用信息学
	软件工程
	系统结构
Modulhandbuch：
https://tu-dresden.de/ing/elektrotechnik/ressourcen/dateien/studium/dipl-ist/ISTModulangebotWiSe23_24.pdf?lang=de"
斯图加特大学,自主系统,Autonome Systeme,"1. 官网：
https://www.uni-stuttgart.de/studium/studienangebot/Autonome-Systeme-M.Sc./
2. 授课语言：德语C1
3. 是否NC：是
4. 申请日期：
②　冬季申请：5月15日到7月15日
③　夏季申请：12月1日到1月15日
5. 申请方式：在官网申请
官网申请：https://campus.uni-stuttgart.de/
6. 申请材料：无特殊
7. 匹配度说明+选拔标准：
硕士入学要求+选拔标准：
 
录取规则
申请的审批流程分两个阶段，审核官按照成绩和匹配度打分，其中满分120分，匹配度占100分，成绩占20分。
 
总成绩高于110分则直接录取，90-110分进入第二轮面试或发放带补课的录取，小于90分直接拒绝
将成绩换算成巴伐利亚算法，其中每比3.0小0.1可以得1分，最高20分
匹配度说明
 
1)	数学，高数1,和2必须满足(18CP)满足高数3和概率论（6CP）至少满足一个不足
2)	计算机和电子模块，以下四个至少满足三个：数据结构和算法（9CP），计算机基础（6CP），人工智能基础（6CP），自动化技术1（6CP）满足
 
3)	技术系统，以下四个至少满足三个：力学，电气基础，机械系统动力学，信息系统建模 只满足两个
4)控制模块，至少满足一个：控制技术1（6CP），控制技术导论（6CP）满足
分析：力学、数学模块还差一些
8. 硕士学习内容：
 
 
提供两种学习方向：
网络智能
智能自动化
以及下列应用方向：
生产
驾驶
飞行
机器人技术
能源系统。
Modulhandbuch：
https://campus.uni-stuttgart.de/cusonline/wbModhbReport.downloadPublicMHBVersion?pOrgNr=3&pStpStpNr=1029&pDocNr=11127151"
斯图加特大学,电动汽车,Elektromobilität,"1. 官网：
https://www.uni-stuttgart.de/studium/studienangebot/Elektromobilitaet-M.Sc.-00001/
2. 授课语言：德语C1
3. 是否NC：否
4. 申请日期：
①　冬季申请：5月15日到7月15日
②　夏季申请：12月1日到1月15日
5. 申请方式：在官网申请
官网申请：https://campus.uni-stuttgart.de/
6. 申请材料：无特殊
7. 录取标准：



要求申请者必须拥有电气工程与信息技术、车辆与发动机技术或其他内容相关联的学科中，至少六个学期的学士学位（或等同学位）。有关招生程序和确定专业资格标准的完整信息，请参阅招生规定。
参考电气工程与信息技术本科课程
 
高数123	15ECTS
编程基础与软件系统	9ECTS
电气工程	27ECTS
信号与系统	15ECTS
分析：匹配度要求基本都满足
8. 硕士学习内容：
 
提供三个学习方向：
自动驾驶
电驱
电池系统和智能网络
职业前景：
电动汽车领域的硕士学位，为毕业生开启了广阔的职业道路。无论是从事新型问题解决方案的研究、创新产品的开发、产品规划与质量保证、销售与用户支持、企业咨询、在高校级别的教学工作，还是担任专利律师，毕业生几乎可以在工业、服务业和公共服务的所有行业中找到适合的岗位。
Modulhandbuch：
https://campus.uni-stuttgart.de/cusonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1689&pStpStpNr=1154&pStartSemester="
斯图加特大学,电气工程与信息技术,Elektrotechnik und Informationstechnik,"1. 官网：
https://www.uni-stuttgart.de/studium/studienangebot/Elektrotechnik-und-Informationstechnik-M.Sc./
2. 授课语言：
英德双授：德语C1+英语B1
3. 是否NC：否
4. 申请日期：
①　冬季申请：5月15日到7月15日
②　夏季申请：12月1日到1月15日
5. 申请方式：在官网申请
官网申请：https://campus.uni-stuttgart.de/
6. 申请材料：无特殊
7. 录取标准：
 
要求申请者必须拥有电气工程与信息技术至少六个学期的学士学位（或等同学位）。
没有给出明确的匹配度录取细则，参考斯图加特大学电气工程与信息技术本科课程
 
高数123	24ECTS
编程基础与软件系统	12ECTS
电气工程	45ECTS
信号与系统	15ECTS

分析：匹配度满足要求
8. 硕士学习内容：
 
电气工程和信息技术硕士课程为您提供八个专业可供选择：
电能系统
自动化和控制技术
智能信息处理
通信系统
高频技术
智能传感器
纳米和光电子学
电力电子技术和系统
该课程为提供强大的研究方向和实验室实践练习。 还可以在国外完成部分学习或研究工作。
Modulhandbuch：https://campus.uni-stuttgart.de/cusonline/wbStpPortfolio.wbStpList?pOrgNr=3"
卡尔斯鲁厄理工学院,电气工程与信息技术,Elektrotechnik und Informationstechnik,"1. 官网：
https://www.sle.kit.edu/vorstudium/master-elektrotechnik-informationstechnik.php
2. 授课语言：
 
 
德语：直录C1，条录B1
英语：雅思6.5（小分5.5）/托福90，最晚可以在注册时提交
3. 是否NC：否
4. 申请日期：
①　冬季申请：7月15日截止
②　夏季申请：1月15日截止
5. 申请方式：在官网申请
官网申请：https://bewerbung.studium.kit.edu/prod/campus/Portal/Start
6. 申请材料：无特殊
7. 录取标准：
 
	高等数学
	电气工程基础（例如“线性电气网络”、“电磁场”、“电磁波”、“电子电路”）
	系统技术（例如“系统动力学和控制技术”、“信号和系统”）
	数字技术和信息技术
分析：匹配度满足要求
8. 硕士学习内容：
 
硕士学位课程的特点是选择多样化。可以从 20 多个专业中进行选择（其中四个为英语）。主题包括能源技术、光学技术、自动化、电动汽车、通讯和通讯技术、高频技术、医疗技术和航空航天。每个专业都有一个必修领域（约占课程的 2/3）以及一个选修领域。可以组合适合您的顺序。有交换项目。硕士论文需要一个学期，通常在课程结束时撰写。
职业前景：
毕业后，你将有广泛的行业和工作可供选择。除了能源供应、电器和电子等“经典领域”外，面向未来的领域也在开放，特别是在通信技术、车辆和交通技术、自动化和光学技术领域。活动范围从研究和开发到项目管理、销售到管理任务。完成硕士学位后被录用的机会非常大。 KIT 就业服务可帮助您安排工作。拥有卡尔斯鲁厄理工学院的硕士学位，您还可以攻读博士学位，走上研究和教学的道路。一些学生还开发自己的产品创意并开始自己的生意。您可以从 KIT 的 “Gründerschmiede”或“Pioniergarage”获得支持。
Modulhandbuch：
https://www.etit.kit.edu/rd_download/MHB/MHB_MSc18_ETIT_SS24-88-048-H-2018_v1_2024-03-04_de_en.pdf"
