学校名称,专业中文名称,专业原名称（官网名称）,内容
慕尼黑工业大学,材料科学与工程,Materials Science and Engineering,"学费：6000 欧元/学期
1. 官网：
https://www.tum.de/en/studies/degree-programs/detail/materials-science-and-engineering-master-of-science-msc
2. 授课语言：雅思6.5/托福88
3. 是否NC：否
4. 申请日期：
①　冬季申请：4月1日到5月31日
5. 申请方式：先在UA申请VPD，再在官网申请
①　UA申请VPD：https://www.uni-assist.de/
②　官网申请：https://campus.tum.de/
6. 申请材料：需要GRE
具体要求未公布
参考其他专业要求：
文本推理：无要求
数量推理：164分
写作：4.0
7. 匹配度说明+选拔标准：
①　硕士入学要求+选拔标准：
 
首先进行首轮评分，满分90分：
其中匹配度占25分，成绩占45分，小论文占10分，动机信10分
第一轮录取规则：首轮≥60分，获得直录
＜41分拒绝
其他评分将进入第二轮面试
第二轮笔试：申请人会被邀请参加线上面试，持续20-30分钟
匹配度打分规则：
每满足一个要求，便可以获得一分，最高可以获得25分
 
 

工程学基础
	技术力学 I 6
	技术力学 II 6
	技术力学 III 7
	连续介质力学 7
	流体与固体力学 5
	热力学 I 5
	热力学 II 5
	工程学信息技术 I 5  √
	工程学信息技术 II 5
	控制技术/控制系统 4
	计算固体和流体动力学 5
	流体动力学 II 5
	工程学中的不确定性建模 5
	机械工程中的不确定性量化 5
	结构分析与振动声学建模 6
	材料科学 I /材料学 I 5 √
	材料科学 II /材料学 II 5 √
	信号表示 5
	热传递基础 5
	热传输现象 4
	技术电学 6
	数值流体力学 5
	工程师的数值方法 5
	工程师的数字电路 4
	电路技术 1 6
	电路技术 2 6
	建筑与环境信息学 1 5
	建筑与环境信息学 2 5
自然科学基础
	数学基础 8
	微分与积分计算 8
	偏微分方程的数值处理 5
	偏微分方程算法 5
	常微分方程的建模与模拟 6
	物理学 9 √
	化学 7 √
	高等数学 1 6 √
	高等数学 2 6 √
	高等数学 3 4 √
	线性代数 7 
	分析学 1 6
	分析学 2 7
	分析学 3 7
	算法与数据结构 5
	数值数学 5
	工程师的离散数学 5
	应用数学 4


绩点打分规则：

按照巴伐利亚算法计算，从上述模块课程计算均分，2.5开始计算，每高0.1加3分，最高45分
小论文打分规则：
对学士论文或相当学术成就的简述将由选拔委员会成员根据以下标准独立评估，最高可得10分：
	研究思路，
	工作目标，
	在研究现状框架内的科学相关性，
	研究导向的问题和核心假设的描述，
	应用的方法和结果的介绍与讨论。
动机信打分规则：
书面说明将根据以下标准独立评估，最高可得10分：
	客观而吸引人的表达申请目的，
	个人兴趣与研究导向学习内容之间的结构化展示，
	通过论据和合理的示例（参见2.3.5条）令人信服地证明对硕士课程的特殊适应性和工作意愿，
	以适当方式语言上突出重要点，
	遵守英语拼写和语法规则。

第二轮打分规则：
面试应该对每位申请者单独进行。面试的持续时间至少为20分钟，最多不超过30分钟，并将以英语进行。面试的内容将涵盖以下主题重点：
	特别的工作意愿，针对材料科学与工程硕士学位课程
	从数学、力学、物理、化学或工程科学的其他经典学科中提出的基础和应用相关问题，以评估专业资格，
	个人适应性评估；适应性可以从能够通过论据和有意义的示例令人信服地展示观点，并适当回答提出的问题的能力中得出，
	将理论知识有效转化为实际行动的能力；这可以通过对材料科学中的问题和联系的轻松理解，通过示范性问题的解决方法的描述来展示，
	英语语言能力。
8. 硕士学习内容：

硕士学习内容分为以下几个部分：
主修模块：熟悉材料科学、多尺度模型、数值方法、非线性流体和固体力学以及不确定性的量化。
辅修模块：可以选修以下四个领域之一
多尺度材料原理、工程应用材料、不确定性量化和数学建模以及材料表征、测试和监视
大学实习
研究实践（学期论文、团队项目或研究实习）
关键能力（语言课程、软技能工作坊等）
硕士论文
Modulhandbuch：
https://www.tum.de/fileadmin/user_upload_87/gi32rab/Materials_Science_and_Engineering_MA_LF_6._AS_29092022.pdf"
亚琛工业大学,材料工程,Materials Engineering,"学费：无
1. 官网：
https://www.rwth-aachen.de/cms/root/studium/vor-dem-studium/studiengaenge/liste-aktuelle-studiengaenge/studiengangbeschreibung/~omse/materials-engineering-m-sc/
2. 授课语言：雅思7.0
3. 是否NC：否
4. 申请日期：
③　冬季申请：3月1日截止
④　夏季申请：9月1日截止
5. 申请方式：在官网申请
官网申请：https://online.rwth-aachen.de/
6. 申请材料：申请时无需APS和语言
7. 匹配度说明+选拔标准：
硕士入学要求+选拔标准：

申请人必须具备以下领域的必要知识和技能：
来自数学科学和工程领域的共60名CP
a） 至少30名来自数学、物理、无机化学、物理化学领域的CP
b） 至少10名来自机械、机械部件、电气工程、晶体学领域的CP
 
以上少10CP以内可以录取
分析：现有的匹配度满足要求
8. 硕士学习内容：

第一学期 学习基础科目 物理、化学、数学
第二三学期开始选择专业方向：
	材料物理与设计
	能源材料
	钢铁材料科学
	腐蚀工程
	结构完整性
	可持续工艺冶金和金属回收
	可持续金属成型和铸造
Modulhandbuch：
https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/pl/ui/$ctx/wbModhbReport.downloadPublicMHBVersion?$ctx=design=ca2;header=max;lang=de&pOrgNr=1&pStpStpNr=1897"
柏林工业大学,高分子科学,Polymer Science,"（由柏林自由、柏林洪堡、波茨坦、柏林工业大学四校联合培养）
邮箱地址：填写咨询表格
https://www.tu.berlin/en/studierendensekretariat/contact-office-hours-1
学费：无
1. 官网：
https://www.uni-stuttgart.de/studium/studienangebot/Mechatronik-M.Sc-00001./
2. 授课语言：雅思6.5/托福90

3. 是否NC：是
4. 申请日期：
①　冬季申请：4月2日到5月15日
5. 申请方式：通过UA申请
官网申请：https://www.uni-assist.de/
6. 申请材料：无特殊
7. 匹配度说明+选拔标准：
硕士入学要求+选拔标准：

只写了需要满足对应的大学学位和语言，没有明确的录取规则
录取规则连接：
https://polymerscience.physik.hu-berlin.de/docs/Zulassungsordnung.pdf
8. 硕士学习内容：

聚合物的表征、聚合反应和潜在机制，
•聚合物在均匀和异质相以及界面上的行为，
•聚合物在实验室到工业规模的表示，
•聚合物材料的材料特性，
•聚合物的加工，
•聚合物的应用以及
•聚合物科学的经济和社会方面。
作为学位课程基本阶段的一部分，必须完成以下模块：
•大分子化学简介（5 LP）
•高级大分子化学（5 LP）
•聚合物合成和表征实验室（5 LP）
•聚合物表征（10 LP）
•聚合物理论简介（5 LP）
•聚合技术（9 LP）
•聚合物加工和聚合物表面科学（6 LP）
•功能聚合物和胶体（5 LP）
•聚合物的物理和技术应用（5 LP）
•胶体和生物聚合物（5 LP）"
纽伦堡大学,材料科学与材料工程,Materials Science and Engineering,"邮箱地址：ibz-tech@fau.de
学费：无
1. 官网：
https://www.fau.eu/studiengang/materials-science-and-engineering-msc/
2. 授课语言：雅思5.0/托福85（建议提交雅思6.0及以上）
3. 是否NC：否
4. 申请日期：
    夏季申请：1月15日截止
冬季申请：5月31日截止
5. 申请方式：在官网申请
https://www.campo.fau.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces?sessionlanguage=en&page=Applicants
6. 申请材料：无特殊
7. 匹配度说明+选拔标准：
 
	至少 10 ECTS 数学学分，
	至少 20 个 ECTS 物理和化学学分，
	实验室工作和 IT 至少 10 个 ECTS 学分，
	至少 20 个 ECTS 材料科学基础学分。
分析：满足匹配度要求
 
特定学科或学科相关学位的总体成绩需要为2.5（约80分）或更高
申请人可能会被邀请参加面试

面试围绕以下两方面进行展开：
	材料科学和材料加工领域的特定学科基础知识（尤其是材料的结构、机械、光学、电子和磁性以及表征方法）（50%）
	硕士学位课程所选核心科目相对应的专业领域有良好的知识（50%）。
9.硕士课程

核心课程 可以自己选择方向
一般材料属性
金属材料科学与工程
玻璃和陶瓷
表面科学与腐蚀
聚合物材料
电子和能源技术材料
生物材料
材料模拟
微观和纳米结构研究
Modulhandbuch：https://materials.study.fau.eu/studying-materials-science/course-outline/"
纽伦堡大学,高级材料工艺,Advanced Materials and Processes,"邮箱地址：ibz-tech@fau.de
学费：无
1. 官网：
https://meinstudium.fau.eu/studiengang/advanced-materials-and-processes-msc/
2. 授课语言：雅思6.0/托福85（建议提交雅思6.0及以上）
3. 是否NC：否
4. 申请日期：
冬季申请：5月31日截止建议国外申请人3月31日前提交申请
5. 申请方式：在官网申请
https://www.campo.fau.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces?sessionlanguage=en&page=Applicants
6. 申请材料：无特殊，但建议有GRE成绩
7. 匹配度说明+选拔标准：

申请者必须拥有化学与生物工程、材料科学与工程或相关学科的优秀学士学位。德国申请者的学士学位总体成绩应达到2.5或更高。
申请人会被邀请参加面试

选拔非常严格，只会选出30人，且只能申请一次
9.硕士课程


提供四个方向供选择：
	先进工艺
	生物材料和生物加工
	计算材料科学与过程模拟
	纳米材料和纳米技术
Modulhandbuch：https://www.map.tf.fau.de/about-map/structure/"
达姆施塔特工业大学,材料科学,Material Science,"邮箱地址：ibz-tech@fau.de
学费：无
1. 官网：
https://www.tu-darmstadt.de/studieren/studieninteressierte/studienangebot_
studiengaenge/studiengang_183552.en.jsp
授课语言：雅思7.0/托福95
2. 是否NC：否
3. 申请日期：
冬季：3月15日-5月15日（每年会调整，申请时注意看一下）
夏季：12月1日-1月15日
4. 申请方式：在官网申请
https://www.tucan.tu-darmstadt.de/scripts/mgrqispi.dll?APPNAME
=CampusNet&PRGNAME=EXTERNALPAGES&ARGUMENTS=-N000000000000001,-N000344,-Awelcome
5. 申请材料：无特殊
6. 匹配度说明+选拔标准：
要求具备材料科学、化学、物理学和生物技术领域的知识和能力，可能会有面试！
最好具有6周的工业实习

材料科学与晶体化学；材料科学：固体热力学；材料科学：真实晶体；材料科学：机械和物质行为；材料科学：真实晶体中的扩散和传输；材料科学：功能特性和凝聚物质；土木工程数学I，II，III；材料生产与加工；晶体和电子固定结构；结构材料；基础实践和高级实践；
材料科学的物理学/机械学/数值研究；电气工程；物理学；化学
分析：从与对应专业的本科课程来看，匹配度并不是完全满足的
9.硕士课程

教学目标：
重点关注陶瓷、无机和有机半导体、薄膜、能源材料、金属或纳米材料等结构和功能材料的结构、合成、分析和性能。必修课程涵盖材料量子力学、表面科学、计算材料科学以及材料分析和工程等基础知识
Modulhandbuch：
https://www.intern.tu-darmstadt.de/media/dezernat_ii/satzungsbeilagen/sb_15_IV.pdf#page=30"
斯图加特大学,材料科学,Materials Science,"邮箱地址：zsb@uni-stuttgart.de
学费：1500欧/学期
1. 官网：
https://www.uni-stuttgart.de/studium/studienangebot/Materialwissenschaft-Materials-Science-M.Sc-00001./
2. 授课语言：雅思6.5
3. 是否NC：否
4. 申请日期：
③　冬季申请：5月15日到7月15日
④　夏季申请：12月1日到1月15日
5. 申请方式：在官网申请
官网申请：https://campus.uni-stuttgart.de/
6. 申请材料：无特殊
7. 匹配度说明+选拔标准：
硕士入学要求+选拔标准：

录取规则
	材料科学或者同等本科学位
	录取打分一共100分，匹配度占80分，成绩占20分。 总分高于80分直录，高于65分进入二轮筛选
	成绩每比3.0高0.1，则得一分，最高20分
	第二轮为面试
匹配度说明
没有给出明确的匹配度要求，因此查看其对应的本科专业

高等数学I和II 18
高等数学III 9
化学入门 12
化学实用入门 6
材料科学的实用介绍 3
物理学入门 12
理论化学 6
物理化学 9
分子和固态物理学 9
统计热力学 6 
材料科学简介 9
物理材料特性 6
陶瓷材料 6
材料科学实习 9
有机和高分子化学 9
计算机辅助材料科学 6
结构分析和显微镜 6
材料科学一览 6
分析：总体来看基本满足，但没有热力学、陶瓷材料模块
8. 硕士学习内容：

高分子科学与塑料工程 
高级材料表征 
功能性材料 
无机材料化学 
材料理论与模拟 
金属与结构材料 
纳米材料与纳米结构 
软物质与生物材料 
高级材料科学实验室
高级科学研讨会 
实践技能与项目规划
通识教育
高分子材料科学
原子输运与相变
硕士论文
Modulhandbuch：
https://campus.uni-stuttgart.de/cusonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1656&pStpStpNr=903&pStartSemester="
波鸿大学,材料科学与仿真,Materials Science and Simulation,"1. 官网：
https://studienangebot.rub.de/en/materials-science-and-simulation/master-1-subject
2. 授课语言：英授雅思7.0
3. 申请日期：

4. 申请方式：官网
5. 申请材料：无特殊
6. 匹配度说明+选拔标准：
 Material Science
Mechanical Engineering
Physics
Chemistry
Construction Engineering
Mechanics
Nanotechnology
Computer Science
Mathematics
7. 硕士学习内容：
Semester I
Basic Lectures:
Programming Concepts in Materials Science (6 CP)
Elements of Microstructure (3 CP)
Introduction to Quantum Mechanics in Solid State Physics (6 CP)
Statistical Mechanics and Fundamental Materials Physics (6 CP)
General Optional Lecture (6 CP)
Soft Skills I: (3 CP, e.g. Scientific Writing)
Semester II
Compulsory:
Quantum Mechanics in Materials Science (4 CP)
Microstructure and Mechanical Properties (4 CP)
Advanced Characterization Methods (6 CP)
Module Modelling & Simulation (6 CP)
Module Processing & Characterization (6 CP)
Soft Skills II: (4 CP, e.g. German Language Course)
Semester III
Compulsory:
Continuum Methods in Materials Science (4 CP)
Atomistic Simulation Methods (4 CP)
Free Specialization Module I (6 CP)
Free Specialization Module II (6 CP)
Optional Technical Scientific Lecture (4 CP)
Research Project and Seminar: (6 CP)
Semester IV
Research Project and Master Thesis:
Master Thesis and Seminar (30 CP)
"
锡根大学,嵌入式智能纳米系统工程,Embedded Intelligence Nanosystems Engineering,"1. 官网：
https://www.uni-siegen.de/zsb/studienangebot/master/eminent.html.en
2. 授课语言：英授：雅思7.0（但是官网写的又是雅思B2，小分6.0）
3. 申请日期：11.15-3.31
4. 申请方式：官网
https://unisono.uni-siegen.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces
5. 申请材料：

6. 匹配度说明+选拔标准：
①　申请人必须持有电气与电子工程、机械工程、物理学、材料科学、计算机科学或同等专业的学士学位（理学士、工学学士或同等学历），且至少修满 180 个 ECTS 课程
②　翻译后的成绩应至少达到 2.7（""良好""）
③　良好的英语技能： B2 水平，并通过 TOEFL iBT（不低于 93 分）或 IELTS Academic（不低于 6.5 分，单项不低于 6 分）等认证；考试成绩应在申请截止日期后至少 14 天内有效
④　其他，无明确说明，因为2024WS是第一年申请
7. 硕士学习内容：

第一学期：功能材料表征与制造
第二学期：传感器、设备与嵌入式系统
第三学期：
具有光电特性的功能材料（HMU）
嵌入式智能传感器（德国联邦科学院）
天然材料与生物传感器（NOVA）
物联网（UO）
传感器系统与数据处理（维尔纽斯理工学院）"
慕尼黑工业大学,化学 ,Chemie,"每学期6000欧元
1. 官网：
https://www.tum.de/en/studies/degree-programs/detail/chemistry-master-of-science-msc
2. 授课语言：德语C1
3. 申请日期：
①　冬季：4.1-5.31
②　夏季：10.1-1.15

4. 申请方式：ua申请vpd+网申
https://campus.tum.de/tumonline/webnav.ini?pUrl=webnav.willkommen
5. 申请材料：


①　学位证书和文凭或迄今为止的学科和年级成绩单
②　成绩单
③　德语水平证明
④　动机信
⑤　完整的最新简历
⑥　护照
⑦　初步文件 (VPD)，如果研究生学历（如学士学位）是在欧盟/欧洲经济区以外获得的
⑧　(如学士学位）是在欧盟/欧洲经济区以外获得的

6. 匹配度说明+选拔标准：

第一轮申请：提交的材料
学分
所提交的材料按 0 分至 100 分进行评估，0 分为最差结果，100 分为最佳结果
模块	Credits TUM
普通化学、无机化学和分析化学（实验化学、基础实践、分子化学、固体和有机金 属、分子催化和材料化学、基础和高级分析方法）	48
物理和理论化学（基础、实践课程、量子力学、分子结构和统计力学、分子光谱学）	25
有机化学和生物化学（组成和结构、反应性、有机实践课程、生物学、生物化学、生物化学实践课程；有机合成）	39
数学和物理基础	18
课程分析不是通过对各单元进行图表式比较来进行的，而是以能力为基础。

如果所获得的能力（学习成果）没有明显差异，则最多可获得 70 分。缺失的能力将根据慕尼黑工业大学化学学士学位课程指定模块的学分予以扣除。

成绩：
从总计 130 个学分的考试中计算出的平均成绩，每十分优于 3.0，可得一分。2分
最高分为 20 分，不计负分。
如果是外国学位，则采用巴伐利亚公式换算的成绩。如果在申请时，学位证书上的学分已超过 130 个学分。
如果在申请时，学位证书的学分超过 130 个，则将根据总学分达到 130 个的最高等级模块进行评估。申请人有责任在申请表中列出这些学分，并以书面形式确认所提供信息的正确性。
动机信
书面说明将由各遴选委员会按 0-10 分制进行评估
动机信的内容根据以下标准进行评估：
2. 能条理清晰地阐述个人兴趣与课程内容之间的联系。
3. 能用论据和有意义的实例令人信服地证明申请硕士学位的特殊动机（见 2.3.3）。
3. 两名遴选委员会成员分别独立评估三项标准，三项标准的权重相同。分数根据个人评估的算术平均值计算，四舍五入为整数分。

第一级的分数是各分数的总和、四舍五入为整数。
①　凡达到 80 分以上者，即通过了能力倾向测验。
②　低于 60 分者，能力倾向测验不合格。

第二轮选拔：
其余申请人将被邀请参加能力倾向面试。
面试必须单独进行。每位申请人的面试时间最短为 20 分钟，最长为30 分钟。

面试内容主要包括以下方面
1. 申请化学硕士学位的动机：通过令人信服的陈述，证明个人兴趣与学位课程内容之间 的联系，以及合理的论据、有意义的实例和相关的个人经历；
2. 自己对个人适合性的评估：通过对学位课程所要求的应变能力和表现的令人信服 的介绍，以及对以下方面的专业比较审查来证明


①　每位成员都将能力倾向面试的结果记录在案，评分标准为 0 至 30 分。
②　其中 0 为最差结果，30 为最佳结果
③　小数点后无余额者四舍五入
④　凡达到 80 分或以上者即通过了能力倾向测试。申请人总分低于 80 分的申请人未通过能力倾向测试。

7. 硕士学习内容：
https://academics.nat.tum.de/msc/ch/curriculum

学生从以下四个专业中进行选择
第一个专业 30 CP：
- 无机化学
- 有机化学与生物化学
- 物理化学
- 技术化学

在第二专业中，学生可以从 13 个专业学科中进行选择。
化学的最新发展和趋势（范围 30CP）：
- 分析化学
- 无机化学
- 建筑化学
- 生物化学
- 大分子、胶体、界面
- 催化
- 食品化学
- 材料化学
- 有机化学和生物化学
- 药物放射化学
- 物理化学
- 技术化学
- 理论化学"
慕尼黑大学,化学,Chemie,"德授：直录C1，条录B2
pruefchem@cup.uni-muenchen.de

1. 官网：
https://www.lmu.de/de/studium/studienangebot/alle-studienfaecher-und-studiengaenge/chemie-master-hauptfach-4478.html
2. 授课语言：德语+英语
3. 申请日期：
①　冬季：7.15ddl
②　夏季：1.15ddl
 
4. 申请方式：如上图。需要申请两次
首先，向化学学院申请
https://www.cup.uni-muenchen.de/site/assets/files/1730/bescheinigung_intranet_bewerbung_engl.pdf
 
①　简历（包括电子邮件和电话号码）
②　您所就读大学的所有证书（学士学位证书和成绩单）（如适用）、
③　附官方翻译件
④　如果您还没有学士学位证书，您目前就读的大学必须填写以下确认函：
⑤　A Bescheinigung Intranet Bewerbung_engl.pdf (17 kByte)

https://www.efv.verwaltung.uni-muenchen.de/users/sign_in网申
未毕业的同学需要填写该文件
https://www.lmu.de/de/studium/internationale-vollzeit-studierende/studienbewerbung/
向国际招生办申请，邮寄材料
 
5. 申请材料：文件清单
https://cms-cdn.lmu.de/media/lmu/downloads/international/studium/checkliste-internationale-studierende.pdf
简历模版：
https://cms-cdn.lmu.de/media/lmu/downloads/international/studium/muster-cv.pdf
6. 匹配度说明+选拔标准：


先决条件：化学和生物化学；生物化学或化学学位
；绩点为2.5。大于2.5的同学需要做测试
https://www.cup.uni-muenchen.de/en/study-programs/master-chemistry/suitability-test/
查看其对应的本科“化学和生物化学”学习内容：
https://www.cup.uni-muenchen.de/site/assets/files/1698/mhb-bsccb_01-11-2018_en.pdf

单元 P 1：基础化学
P 1.1: 普通和无机化学 1（实验化学） TAA
P 1.2: 普通和无机化学 1（实验化学）讲座练习
T1AB
P 1.3: 讲授《有机化学 1》（T1BC）......
P 1.4: P 1.4： 讲义《有机化学 1》（T1BD）习题
P 1.5: 物理化学讲座 1 (T1BE) ....
P1.6：物理化学 1（T1BF）讲座练习 ....
模块 P 2：普通和无机化学实验课程
P 2.1: 实验化学导论（T1AC） ....
P 2.2: 化学实验入门课程（TAD） ...
模块 P 3：实验化学
P 3.1: 化学家数学 1 (T1AE).
P 3.2：化学家数学习题 1 (T1AF)...
P 3.3: 化学和生物化学学生物理入门 1...
P 3.4: 化学和生物化学学生物理教程 1...
P 3.5：生物学基础（T3C1）
P 3.6: 化学家数学 2 (T1BG)...
P 3.7: 《化学家数学习题 2》（T1BH）...
P 3.8: 化学和生物化学学生的物理入门 2 ...
P 3.9： 化学和生物化学学生物理教程 2 ...
P 3.10：物理实验课程。
模块 P 4：无机化学 1.
模块 P 5：生物化学基础。
P 5.1：生物化学 1（T1BI）。
P 5.2：生物化学 2（T1CF）。
P 5.3: 生物化学 2 讲座练习 (T1CG)...
单元 P 6： 有机化学 1 .
P 6.1: 有机化学 2 (T1CA)...
P 6.2：《有机化学 2》讲义习题（""Gattermann-Lab""）（T1C）
单元 P 7：
P 7.1: 物理化学 2（T1CE）讲座练习...
P 7.2：物理化学实验课程 1（T1DE）研讨会...
第 7.3 节：物理化学实验课程 1（T1DF）
模块 P 8：生物化学 1
P 8.1: 生物化学方法 1（T1CH）
P 8.2：生物化学 3（T1DG）
P 8.3：生物化学实验课程 1（T1DH）
模块 9：光谱学。
9.1: 光谱学 1 (T1CI)
P 9.2：光谱学 1 的练习 (T1CJ)
P 9.3： 光谱学 2 (T1DI) ....
P 9.4: 光谱学 2 的练习 (T1DJ) ....
模块 P 10：无机化学 2
预 10.1： 无机化学 2（无机化学概念） T1DA
P 10.2： 无机化学 3（配位化学） T1DB...
P 10.3：無機化學實驗課程 2（T1DC）研討會
P 10.4： 无机化学实验课程 2（T1DD）。
模块 P 11：毒理学与法律 ...
P 11.1: 化学家毒理学（TET）
P 11.2: 化学家的法律（T1EU）...
模块 WP 1：无机化学 3
WP 1.1： 无机化学实验课程 3 研讨会（TEE）...
WP 1.2: 无机化学实验课程 3 (T1EF)...
WP 1.3.1： 无机化学 4（分子化学）TEA.
工作计划 1.3.2：无机化学 5（固体化学）T1EB.
WP 1.3.3： 无机化学 6（生物无机化学） T1FA
单元课程 2：有机化学 2.
WP 2.1.1： 有机化学 3（生物有机化学） T1EG
WP 2.1.2： 有机化学 4（有机金属化学） T1FB...
工作重点 2.1.3： 有机化学 5（有机化学理论概念） T1FC
WP 2.2： 有机化学研讨会

无明确选拔标准

7. 硕士学习内容：
https://www.cup.uni-muenchen.de/site/assets/files/1735/mhb_lmu-masterchemie_18-03-2022_en.pdf

主要无机化学（实验课程）
主要无机化学（讲座）......
无机化学学术讨论会（T1ZI）
主要有机化学（实验课）.
主要有机化学（讲座） .
有机化学小讲座（T1ZO）.
结构生物学小讲座（T1S1）
: 主要物理化学（实验课）.
: 主修理论化学（实验课）......
辅修无机化学（实验课）（T11B）.
: 辅修有机化学（实验课）（T10B）.
辅修物理化学（实验课）（T1PB）
辅修理论化学（实验课）（T1TB）
辅修化学生物学（实验课）（T10X）...
辅修生物化学（实验课）（T1YB）......
辅修分子与细胞遗传学（实验课程）（T1GB） ....
化学（实验课）特定补充课程 (T1RX) .....
辅修结构生物学进展专题（T1S1） ...
辅修物理： 原子与分子物理学
辅修计算机科学： 计算机科学： 系统与应用
辅修计算机科学：计算机科学：系统与应用 计算机体系结构
辅修计算机科学： 编程与建模...
无机化学专业：现代无机主族化学.............
无机化学专业：固体化学（T11E）
无机化学专业 - 配位化学（T1IF）
无机化学专业--光谱方法（T1|G）
无机化学专业课程--固体中的现代核磁共振--光谱法（T1|G
无机化学专业"
海德堡大学,化学,Chemie,"1. 官网：
https://www.uni-heidelberg.de/fakultaeten/chemgeo/studium/chemie_master/
2. 授课语言：德语C1
3. 申请日期：
①　夏季：10.1-3.31
②　冬季：4.1-9.30
 
4. 申请方式：网申
https://heico.uni-heidelberg.de/heiCO/ee/ui/ca2/app/desktop/#/login

5. 申请材料：

①　最多3页的表格式简历
②　以及，如有必要，可能与化学相关的专业经验和外部成就的证据。
③　通过化学学位课程的学士考试或在国内外科学大学同等化学考试的证明。
6. 匹配度说明+选拔标准：

(1) 入学要求如下
1. 顺利完成以下学位课程之一：
a) 顺利完成 100%的化学学士学位课程，总学分达到 180 LP。
b) 顺利完成化学占 50%的学士学位课程，条件是学士论文是在化学中完成的，另一门占 50%的主修科目是自然科学或数学科目，化学相关内容的模块比例至少达到 130CP。
如有疑问，由招生委员会决定。
c) 通过德国或国外大学化学专业的学士学位考试或同等学历考试。招生委员会将对先前教育的等效性和合格学位的可比性做出决定。在承认外国学位时，必须遵守各州教育和文化事务部长常务会议的建议以及大学合作框架内的协议。如有疑问，应咨询对外教育中央办公室 (ZAB)。

(1) 与学位课程相关的期末学术考试的总成绩按以下标准换算为 P1 分数
P1 分：
1.0 相当于 15 分、
1.1 至 1.2 相当于 14 分、
1.3 至 1.4 相当于 13 分、
1.5 至 1.6 对应 12 分、
1.7 至 1.8 对应 11 分、
1.9 至 2.0 对应 10 分、
2.1 至 2.3 对应 9 分、
2.4 至 2.6 对应 8 分、
2.7 至 2.9 对应 7 分、
3.0 至 3.3 对应 6 分、
3.4 至 3.6 对应 5 分、
3.7 至 4.0 相当于 4 分。
(2) 入学考试按 P2 = 0 至 15 分进行评分。
(3) 总分计算公式为 Pg = (2 x P1) + P2。如果申请人的总分 Pg 至少达到 23 分（满分 45 分），则被视为合适。

需要参加选拔考试
①　入学考试邀请函会在考试日期之前及时通过电子邮件发送。作为入学考试的一部分，通常会在海德堡进行面试，测试学生在无机化学、有机化学和物理化学领域的基础知识。入学考试结束后，申请者会被告知考试结果。
②　通常，入学考试在以下时间段举行：
冬季学期开始：7 月中旬和 9 月底/10 月初
夏季学期开始：一月中旬和三月底/四月初 接下来的入学考试日期为

7. 硕士学习内容：
https://www.uni-heidelberg.de/md/chemgeo/studium/chemie_master/modulhandbuch_msc_chemie.pdf

应用光谱方法
无机化学的现代方面
有机研究实践课程
物理化学实践课程
期末口试
硕士论文

配位化学和超分子化学
主族元素化学
无机化学的物理和理论方法
生物无机化学 反应性
有机金属络合物和分子催化
材料化学
每学期更换课程
有机材料
杂环
金属介导的有机合成
芳烃和杂芳烃


立体化学
合成与反合成
每学期更换课程
物质统计理论
计算化学入门
物质结构与光谱
胶体系统和液体界面
表面化学
生物物理化学
课程每学期更换

必须从提供的专业科目中选择一门，其中
必须完成总计 10 个 CP 的课程。
如果学生以前的学位不是化学学士（B. 理学士（化学）学位的学生可在此指定
由考试委员会指定。
学生可从以下专业科目中进行选择：
- 生物无机化学
- 生物化学
- 生物物理化学
- 均相催化
- 放射化学
- 反应电流
- 理论化学入门
- 高级理论化学
"
