学校名称,专业中文名称,专业原名称（官网名称）,内容
海德堡大学,汉学（中国研究）,Chinese Studies ,"1.网址：https://www.uni-heidelberg.de/en/study/all-subjects/chinese-studies/chinese-studies-master-100
2.申请时间：仅冬季学期，6.15截止
3.学制：四学期
4. 语言：德语C1+雅思6.5
5. 申请方式：邮寄至
 Internationale Beziehungen der Universität Heidelberg, 
Zulassungsstelle Masterprogramme, 
Seminarstraße 2
D - 69117 Heidelberg

6.申请材料：
常规+申请表（https://backend.uni-heidelberg.de/de/dokumente/zulassungsantrag-zum-masterstudium-konsekutiv-deutschenglish/download ）
+资金证明（https://backend.uni-heidelberg.de/sites/default/files/documents/2019-09/Finanzierungsbescheinigung_0.pdf ）
7.匹配度说明：
（1）东亚研究学士学位证明（文凭补充：专注于汉学）
（2）至少两页最多三页A4页的表格简历（德语或英语）
（3）申请人亲自写的动机信，用德语或英语，最少两页，最多三页 A4 纸，其中解释了开始硕士课程的原因，保证申请人在没有外部帮助的情况下独立撰写了动机信，以及没有从外部来源获得想法
（4）德国平均成绩至少为 2.5 
本科学习内容描述参考：
  海德堡汉学专业的重点领域除了广泛的中国文化、历史和当代各个方面的课程，基本上构成了汉学的核心领域外，其主要特点是两个特殊功能。
首先通过对现代汉语（长字和短字）的语言和写作进行非常密集和高要求的培训，从第一年的语言预科开始，达到HSK 5/6或TOCFL高级水平，从第二年开始全面学习前现代的“古典”汉语，并有机会在第三年的学习中设置自己的人文、文化或社会科学方向的专业。这种课程结构具有最大的选择自由度和定性的表现要求，使毕业生在开始职业生涯时具有资格优势。

其次，将整个东亚地区，尤其是日本，以及东亚地区的美术，系统地纳入课程体系，使汉学培训更加深刻和可持续。因为不仅仅是单纯关注中国，这种广泛的方法促进了跨学科技能的发展，培养了文化敏感性和反思能力
 
8. 硕士学习内容：
汉学（国学）硕士项目的主题是学习更深入的汉学科学方法和内容及其在科学实践中的应用。本课程的内容以对另一种文化的科学好奇心为指导，在这种文化中，中国（包括台湾和大中华地区）在东亚并不被理解为孤立的研究对象。正如我们的学士课程“以汉学为重点的东亚研究”一样，东亚背景也同样被考虑在内。然而，在传授基于该地区一般知识的知识的同时，与中国特别相关的主题是本研究生课程的重点。
我们在这个学位课程中追求的科学问题一方面来自语言学、文化研究和文学领域，另一方面来自汉学中的社会历史领域。培训的目的是让毕业生成为中国专家，全面了解中国文化和社会，并考虑跨文化比较。
在硕士课程中，已经获得的知识和技能将得到深化，语言技能将得到扩展，文化和文学研究以及社会科学和历史领域的个人兴趣领域将得到进一步发展。如果您已经掌握了非常好的中文知识，则只能选择本课程。原则上，凡有相应硕士学位课程的学位课程均可作为辅修科目。
汉学硕士课程模块按主题划分，分为研究能力模块、语言能力模块、综合能力获取模块和考试模块。
研究能力模块包括处理汉学研究方法和问题以及科学工作（研究座谈会）的课程。其中包括共同部分关于汉学总体主题的高级研讨会，古典或现代汉学与内容相关的高级研讨会，以及古典或现代汉学与源相关的高级研讨会。
这些课程的目标是：
●	将与中国相关的综合概念化关键纳入其与源情况的关系（Oberseminar GT）
●	传授有关文化和思想史、政治、经济或语言学领域的专业知识，以及传授分析方法、阅读中文源文本的能力以及用中国学术语言（内容）进行阅读和口头表达的能力-相关的高级研讨会）
●	掌握以主题为中心的中文资源，如文本、图像和声音，以及分析这些资源的策略教学（与资源相关的高级研讨会）。
语言能力模块由两个在内容上相互独立的子领域组成：学术语言模块和源代码开发模块。科学语言模块包括4个子模块（科学话语、中文科学文本、准备科学翻译、准备期末笔试），所有这些都是为了向学生介绍汉语的使用。科学语言及其翻译。源码开发模块由3部分组成（1x在线交流和在线资源，2x源码阅读和分析），练习不同中文资源的开发和分析。
获得一般能力的模块提供了对现代和古典汉学最重要的传统和数字工具（模块 Aids Knowledge GT）以及科学实践技术（模块学术实践 GT）的访问。
考试模块（古典汉学/现代汉学）包括撰写硕士论文、准备和参加笔试和口试。

汉学硕士（汉学）是本科毕业后可以选择的研究生课程。包括硕士考试时间在内的标准学习时间为四个学期。课程范围超过三个学期，硕士论文在第四学期完成。这应该表明学生可以在给定的时间内使用科学的方法独立解决汉学领域的问题。具有较强科学兴趣的学生可以在成功完成硕士课程后攻读博士学位。
汉学硕士学位分为共同部分（GT）和特殊部分（ST）。专题部分分为古典汉学和现代汉学两个主要领域。课程是模块化的。模块是一个主题和时间上自成一体的教学和学习单元，可以由各种课程组成。必修模块必须由所有学生完成，必修模块和必修选修模块之间存在区别，学生可以在该学科的模块范围内自由选择。为了通过一个模块，模块内要检查的所有部分性能必须至少被评为“足够”。
成功完成硕士学位所需的模块总范围为 120 个学分 (LP/CP)。在这120个学分中，70个学分来自汉学学位课程和口语和书面期末考试的学科相关课程，20个学分来自附属科目，30个学分来自硕士论文。
"
柏林自由大学,中国研究,Chinese Studies ,"1.网址：https://www.fu-berlin.de/studium/studienangebot/master/chinastudien/index.html
2.申请时间：4.20-8.15
3.学制：四学期
4. 语言：德语C1 +英语B2
5. 申请方式：Uni-assist申请
6.申请材料：常规
7.匹配度说明：
申请者必须证明他们符合以下要求才能被硕士课程录取：
1. 完成学士学位
a) 柏林自由大学中国 研究 /东亚研究 学士学位
或者 
b) 具有专业资格的德语或 大学学位的同等外国学位，课程中与中国相关的部分 达到 30 个学分，但已在汉语领域以外的领域取得。（中国相关的学习部分 是关于中华人民共和国和中华民国在台湾、香港、大中华或历史中国的主题代表知识转移的核心组成部分的课程。记录的成绩单，其中从课程标题中明显提到中国，被视为证据。或者，作为相应课程的一部分编写的课程或家庭作业的可公开访问的简短描述可以与申请一起提交）。
2. 此外，  必须证明 以下语言技能：
a) 对应 欧洲语言共同参考框架（CEFR）B1.2级的汉语书面和口语知识（主动和被动掌握语言）。为此应  提供 以下证明之一：
1.	 按照 2009 年 9 月 11 日柏林自由大学中国研究/东亚研究学士学位的学习和考试规定 完成 汉语高级模块（FU-Mitteilungen 41/2013, p. 961）并达到最低成绩2.7 
2.	 从 2018 年 5 月 31 日起，按照柏林自由大学中国研究/东亚研究学士学位的学习和考试规定 完成 基本模块汉语 IV （FU-Mitteilungen 24/2018, p.484），且至少2.7级
3.	HSK5证书 
4.	完成 600 小时 现代汉语教学的证据
5.	顺利完成  柏林自由大学中国研究所分班考试
 b)对应于 B2 GER 水平的书面和 口头英语技能
3.在国外大学或同等机构获得学位或非德语课程的申请人 必须提供德语能力证明。这可以通过通过大学入学德语考试 (DSH) 或根据柏林自由大学外国申请人大学入学德语考试的规定提供同等知识水平的证据来完成。

8. 硕士学习内容：

硕士课程包括一个介绍部分、一个可供选择的概况研究区域和一个扩展区域。
课程规则规定了课程的结构和课程。它包含每个单独模块的内容和资格目标的详细描述以及示例性学习计划。考试规则规定了模块考试和硕士考试的类型和要求。法规规定了每个模块或每个事件的学分 (LP) 以及整个课程的工作量（以小时为单位）。
扩展区域让学生有机会扩大他们的专业范围。这些模块来自人文或社会科学的另一个学科，是跨学科的，或者是作为实习的一部分完成的。
硕士论文应表明学生能够使用科学方法独立处理和提出研究任务。成功完成学习计划后，授予大学文学硕士学位（MA）。
 
"
柏林自由大学,综合中国研究,Integrierte Chinastudien,"
1.网址：https://www.fu-berlin.de/studium/studienangebot/master/chinastudien_integrierte/index.html
2.申请时间：4.20-8.15
3.学制：两学期
4. 语言：德语C1 +英语B2
5. 申请方式：Uni-assist申请
6.申请材料：常规
7.匹配度说明：
申请者必须证明他们符合以下要求才能被硕士课程录取：
●	学士学位或其他同等大学学位，240 学分 (CP)，包含中国研究的学习部分，模块中包含 80 CP 的内容，与中国研究相关的内容（不包括语言课程），并有完成在国外逗留的证明地理领域大中华区（中国大陆、台湾、香港、澳门）至少一学期，
●	汉语水平证明（HSK 5级），
●	英语语言技能证明（GER B2 级）。
从外国大学或同等机构获得学位的申请人必须提供德语技能证明。这可以通过通过大学入学德语考试 (DSH) 或根据柏林自由大学外国申请人大学入学德语考试的规定提供同等知识水平的证据来完成。
专业联系人：
 

8. 硕士学习内容：
硕士课程的主题是深入考察现当代中国及其形成的历史过程，以及全球化环境下的政治、社会、经济、语言和文化变革。该课程将区域专业知识与特定学科方法相结合：课程的基础是区域研究的概念，通过了解区域和必要的跨学科方法，促进中国地区的专业化，包括其跨国和国际相互依存关系。深化和扩展内容、语言和方法知识。既有中文知识，考虑到科学和文化传统以及性别和多样性特定方面。特别强调在中国研究的概况领域中深入教授文化和社会科学分析的方法和理论工具。学生在他们的概况研究领域处理与中国相关的研究的中心话语。此外，在与中国相关的学科中，如历史和文化科学或法律、经济学、人文和社会科学等学科的当前科学话语的知识被传授和发展。比较知识也基于与概况领域相关的学科的核心理论话语进行传播，这使得中国能够被归类在更大的、跨国或跨地区的背景下。根据在硕士学位深入阶段选择的个人资料区域，以下课程内容也是硕士学位的一部分：
●	在中国文化研究的概况领域，重点是当代和历史中国的文化、宗教和思想史。
●	在社会科学中国研究的概况领域，重点是分析当前和历史中国在各自社会、政治和经济背景下的制度、行为者和过程。
硕士课程分为两个概况区域。必须从以下配置文件区域中选择并填写配置文件区域
1.	中国文化研究或
2.	中国社会科学研究.
课程规则规定了课程的结构和课程。它包含每个单独模块的内容和资格目标的详细描述以及示例性学习计划。考试规则规定了模块考试和硕士考试的类型和要求。法规规定了每个模块或每个事件的学分 (LP) 以及整个课程的工作量（以小时为单位）。
硕士论文应表明学生能够使用科学方法独立处理和提出研究任务。成功完成学习计划后，授予大学文学硕士学位（MA）。 
优势：
柏林自由大学的区位优势体现在研究和教学方面。外国访问教授和访问学者经常在中国研究所任教，因为该系与中国文化和学术中国相关的社会保持着联系。现有的国内和国际网络反映在与科研机构交流的研究、与北京大学的合作以及以考试和语言中心的形式不断扩大德中网络。
柏林自由大学孔子学院（KIFUB）由柏林自由大学和北京大学联合创办，是德国首家此类孔子学院。该非营利机构通过推广中国语言和文化知识、支持中国研究学科和推广与中国相关的项目来扩大德中合作。学院提供的课程包括语言课程、中国经济或文化基础课程，并辅以讲座、展览、电影放映和其他活动。
综合中国研究硕士学位是一个区域相关的学位。中国研究所在柏林自由大学地区研究中心开展跨学科工作。这还包括与国际合作大学和联络处的合作。
与墨卡托中国研究所 (MERICS)、Stiftung für Wissenschaft und Politik (SWP) 和柏林工业大学中国中心等校外机构的密切关系，使学生能够参与激动人心的教学项目和有趣的活动.
"
汉堡大学,汉学,Sinologie,"1.网址：https://www.aai.uni-hamburg.de/studium/master/12-sinologie-ma.html
2.申请时间：
冬季：6.1-7.15
夏季：12.1-1.15
3.学制：四学期
4. 语言：德语C1+英语B2
（德语证书可以在冬季学期的 11 月 1 日和夏季学期的 4 月 30 日之前提交）
5. 申请方式：
       通过申请门户填写在线：www.uni-hamburg.de/online-werbung
创建一个应用程序帐户，在线输入您的数据并发送以电子方式提交在线申请。然后打印您的在线申请表以纸质或PDF格式，连同常规文件一起发送至：china.aai@uni-hamburg.de

6.申请材料：常规+上述申请表
7.匹配度说明：
  学校无过多要求，仅需要：中文相关课程至少50CP，HSK 5级（不超过2年）或同等证明
可参考本科学习内容：
入门阶段：在课程开始时，有两个学期每周 12 个学时 (SWS) 的现代普通话（普通话）强化语言教学。东亚区域研究和基本科学概念的两个学期课程传授特定的专业知识。
发展阶段：第三、四学期继续语言课程，增加文言文10个SWS。连续两场关于中国和东亚历史的事件，为这个国家的知识增添了历史视角。
深化阶段：在第五、六学期继续开设标准汉语的语言课，共4个SWS，同时在文言文课程的基础上开设两门文学汉语课程。此外，在文学与媒体以及文化与思想史的研讨班中，逐渐实践了对中文资料和二手文献的独立处理。第七学期在中国大学度过，最后一个学期用于跟进留学和撰写论文。

8.硕士学习内容：
硕士课程为期四个学期，旨在加深语言、技术和方法知识，但最重要的是培养独立和科学工作的能力。在中国或欧洲合作大学的一个学期也是硕士学位的一个组成部分。
除了在方法论上反映对中国资料的处理外，重点是文化研究和概念和思想史的理论方法。作为一名学生，您将获得从汉学角度评估跨学科理论概念并将其用于特定研究问题的能力。系统地关注问题 - 而不是一致的答案 - 最终硕士论文，您可以在其中科学地研究一个自我选择的主题。
成功完成硕士课程后，您将拥有广泛的针对特定学科的分析方法和理论概念，并能够自信地使用它们。目的也是为了获得博士研究的资格。
包括以下两个方向，其中一个必须在课程开始时选择：
A）文化与社会
B）概念和思想史
学习“文化与社会”简介可以传授处理不同时代（从古典文本到 21 世纪）和社会背景（例如政治、哲学、宗教等文本）的中国资源的方法论技能。同时，在简介中传达了文化、社会和历史科学的跨学科理论知识，以使其可用于汉学问题。
对“概念和思想史”简介的研究以英德双语形式提供，还传授了处理来自不同时代和背景的中国资源的有条不紊的技能。此外，它还介绍了概念和思想史的问题、理论和方法。通过对理论文本和具体研究的深入阅读，学生能够将概念和思想史问题应用于中国资源。
"
波恩大学,亚洲研究,asienwissenschaften,"
1.网址：https://www.uni-bonn.de/de/studium/studienangebot/studiengaenge-a-z/asienwissenschaften-ma
2.申请时间：7.15截止
3.学制：四学期
4. 语言：德语C1
5. 申请方式：网申
6.申请材料：常规
7.匹配度说明：
（1）相关学科的大学学位（国内或国外）
（2）最低成绩 3.0 或特定国家/地区的同等水平
（3）亚洲研究领域的模块至少达到 36 个学分；这也包括亚洲或东方语言的语言模块。 
8. 硕士学习内容：
东方与亚洲研究所八个系共同开设亚洲研究硕士课程。您可以从 15 个不同的学科领域中进行选择。MA亚洲研究的重点：与 BA 课程相比，MA 课程更加注重研究。您将在所选的东方和亚洲相关科目中培养批判性反思和实践技能。IOA 提供以下专业领域：
●        阿拉伯语研究和翻译
●         中文和翻译
●         伊斯兰考古
●         伊斯兰研究
●         日本研究
●         韩国研究
●        亚洲和东方的艺术史
●         蒙古研究
●         宗教研究
●        汉学专业 
●         南亚研究
●         东南亚研究
●         藏学
●         土耳其历史和社会
 亚洲经济和社会
亚洲研究硕士学位旨在加深您在已攻读学士学位的学科领域的知识。尤其是处理原始语言源。您将获得当前国际水平的科学知识，并将能够独立地将您获得的知识应用到实践中，以差异化的方式对其进行评估并创造性地进一步发展它。之后可以在后续的研究生或博士学习中继续选择的专业。除了您自己专业的模块外，您还可以参加 IOA 提供的 MA 选修课，从而有机会单独设计您的学习课程
"
弗赖堡大学,现代中国研究,Modern China Studies,"1.网址：
https://www.studium.uni-freiburg.de/de/studienangebot/studienfaecher/info/408
2.申请时间：仅冬季 4.15截止
3.学制：四学期
4. 语言：英语C1，汉语B2
5. 申请方式：
网申https://campus.uni-freiburg.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces
6.申请材料：常规（动机信要求一页A4纸）
7.匹配度说明：
（1）在德国大学获得人文或社会科学学士学位或外国大学获得同等三年制学位的第一学位，平均成绩至少为 2.5
（2）申请人必须提供证据证明他/她已成功完成至少 120 ECTS 点范围的课程，作为大学学位的一部分，该学位是人文或社会科学第一学位的一部分
 8. 硕士学习内容：
现代中国研究文学硕士是一门英语语言的课程。您必须完成人文或社会科学的学士学位，并具备良好的英语（C1级）和中文（B2级）知识才能学习。在您的学习过程中，您将处理影响中国在 20 世纪和 21 世纪的事件和过程以及国家的历史发展，这首先使中国重返世界之巅成为可能。为此，使用了通过各种人文和社会科学方法进行的访问。在弗莱堡，您尤其受益于我们著名的师资队伍、课程的国际化方向以及只有在像弗莱堡这样的大型大学才能为您提供的跨学科机会。
在前两个学期，您将参加有关中国社会各种政治、经济或文化主题的研讨会以及方法研讨会。鼓励对中国当前形势进行批判性审视。此外，您还将参加基于中文原始资源的语言和阅读练习，以提高您的语言技能。课程分为两个不同的级别。
在第二学期，您还决定是否
●        参加一个研究项目
●        实习或
●        教一个独立的练习或教程。
这将为您的理论知识添加一个实用组件。
您将在弗赖堡大学的外国合作大学度过第三学期，最好是在华语地区（中国或台湾）。弗莱堡大学为每位学生提供南京大学的一席之地（这座位于上海以北 300 公里的城市是中国的传统首都之一，拥有约 830 万居民）。
你将再次在弗莱堡度过第四个也是最后一个学期，并在这里写你的硕士论文。
这种课程结构不仅使您能够深入了解现代中国并扩展您的实践经验，而且还可以扩展您的语言技能，尤其是您的跨文化技能。
"
哥廷根大学,东亚研究/现代汉学,East Asian Studies/Modern Sinology,"1.网址：https://www.uni-goettingen.de/en/653309.html
2.申请时间：冬季：4.1-6.30
3.学制：四学期
4. 语言：英语B2
5. 申请方式：
网申：https://masterbewerbung.phil.uni-goettingen.de/de/master_applications
6.申请材料：常规
7.匹配度说明：
	学士学位或同等学历
	必须证明汉学总分至少120学分，包括以下至少两个领域的总分至少24学分：中国近代历史、宗教、政治、社会、哲学、语言学、经济学或法学.


语言要求：
汉语：
母语不是现代标准汉语的申请人必须具备足够的现代标准汉语知识。通过汉语水平考试 (HSK) 5 级或汉语作为外语考试 (TOCFL) B 级 3 级的考试，证明具备足够的语言技能；通过成功参加哥廷根乔治奥古斯特大学的实用语言能力测试，可以证明 HSK 5 级或 TOCFL B 级 3 级所需的语言技能，而不是 HSK 考试证明。

英语：
母语不是英语的申请人必须具备足够的英语知识（B2）
在英语国家学习或工作至少一年或在收到入学申请前的最近三年内成功完成至少两年英语课程的申请人可免除该义务提供测试的证据。必须在入学的一个学期内提供足够的英语知识证明；在这种情况下，注册受制于申请人提交缺失证书之前的后续条件。

申请联系人：
 
8. 硕士学习内容：

硕士课程“东亚研究/现代汉学”在哥廷根开设了 4 个学期，为学生提供有关现代中国的广泛专业，涵盖从 18 世纪到现在的时期。该硕士学位课程的目标是将与中国有关的语言和文化技能与人文和社会科学的方法和理论相结合。其目的是批判性地质疑和调整后者，为政治、商业和社会的学术和行政职位发展研究技能和分析技能。我们为中国研究提供学科的、比较的方法，使学生能够以系统、结构化的方式分析现代和当代中国的结构和过程，始终采用全球比较视角。
哥廷根的研究和学习重点
教授和科研人员专注于以下领域：
●	中国近代史与哲学
●	近代中国社会与经济
●	全球历史，聚焦中国
●	对外汉语教学法
请注意，中国文学研究不是我们课程的重点领域之一。
职业领域
我们的毕业生有资格从事学术职业和任何需要出色语言技能和高水平文化技能的职业。因此，他们成为跨文化和全球机构、组织和公司的优秀分析师、顾问和调解人。
未来潜在的就业领域包括：
●	研究与教学
●	国际组织和基金会
●	文化交流
新闻学
咨询工作
国际研究管理
信息技术和服务
国际商务企业
"
图宾根大学  ,汉学（中国研究）,Sinologie/Chinese Studies,"1.官网
https://uni-tuebingen.de/fakultaeten/philosophische-fakultaet/fachbereiche/asien-orient-wissenschaften/sinologie/studium/studiengaenge/ma-sinologiechinese-studies/
2.申请时间：
夏季学期：1 月 15 日
冬季学期：7 月 15 日
3.学制：4学期
4.语言：
●	CEFR B2（至少HSK 4）现代汉语知识和文言文基础知识。
●	英语（至少雅思 6.5，托福 87-109）
5.申请方式：
网申：https://alma.uni-tuebingen.de/alma/pages/cs/sys/portal/hisinoneStartPage.faces?chco=y

6.申请材料：常规

7.匹配度说明：
汉学学士学位或以亚洲为重点的方法论学科，最终成绩良好。 但是，硕士课程也对非汉学学士课程的毕业生开放；

8.硕士学习内容：
  
图宾根汉学/中国研究硕士学位的标志是语言技能的扎实发展，与内容相关的广泛课程以及在著名的图宾根合作大学之一的中文合作大学出国学习一个学期的诱人机会的三重奏信用充分的国家。
硕士课程由教学模块组成。第一年，必须参加语言教学领域的基本模块（普通话和前现代汉语），以及由练习和研讨会相结合的模块，介绍现代和前现代中国的当前研究领域。同时，学生们已经可以在这里专注于一个研究重点，他们可以据此撰写他们的期末论文（硕士论文）。
交换合作学校：
北京大学
南京大学
人民大学（北京）
同济大学（上海）
复旦大学（上海）
吉林大学（长春）
国立政治大学（台湾台北）
国立中兴大学（台湾台中）
国立台湾大学（台湾台北）
国立清华大学（台湾新竹）
国立成功大学（台湾台南）
"
维尔茨堡大学,中国研究,Chinese Studies,"1. 官网：https://www.phil.uni-wuerzburg.de/sinologie/studienangebot/master-chinese-studies/
 
联系邮箱：michael.leibold@uni-wuerzburg.de
 
2.学制：四学期
 
3.授课语言：英语（雅思6.0）
 
4.截止时间：冬季学期：3.15截止
 
5.申请材料：常规
 
6.申请方式：需寄纸质材料，邮寄地址：
Institut für Kulturwissenschaften Ost- und Südasiens - Sinologie
Kommission Chinese Studies
Am Hubland
97074 Würzburg
Germany
 
7.匹配度说明及要求：
本科与中国相关专业，中国相关学位课程的学士学位证书（最低要求：中文40 ECTS和中国相关/中国研究课程20 ECTS），成绩为1.9（B）或以上（可认证可比较的学位课程）。
此外，根据申请人当前的居住地，每位入围的申请人都将被邀请进行面谈或电话面试。只有在审查完所有申请材料并随后对入围申请人进行了面试后，成功的候选人才能通过维尔茨堡大学国际办公室的正式录取程序。
 
本科课程：参照现代中国专业
必修课：
现代汉语 I II III IV
汉语口语
高级汉语口语
汉学基础
中国地理学与当代史
中国历史
中国科学工作
选修课：
中国时间史
中国政治
中国经济
中国文化现代性
中国文献
中国的公共交流和交流结构
中国的社会挑战
中国内部话语中的中国文化和社会主题
中国当前的主题 （可以理解为形势与政策？）
东亚的转型
前现代中国的国家、社会和文化
中国思想史
日语与历史
韩国文化艺术
韩国历史与社会
 
8.研究生课程：
本专业与北京大学联合培养，第三大学在北京大学学习
高级中文
选修当代中国转型导论 或传承与创新导论
选修中国研究 I II
选修古代汉语基础或日语基础
选修中国社会科学研究 或中国历史科学研究
学术现代汉语（第 1 部分，共 3 部分）：现代汉语学术文本
学术写作和资源（第一部分，共2部分）：学术写作
当代中国转型中的科学集约化传承与创新中的科学集约化
学术现代汉语（第 2 部分，共 3 部分）：媒体分析
 学术现代汉语（第 3 部分，共 3 部分）：学术文本
学术写作与资源（第 2 部分，共 2 部分）：学术资源
选修单元 古代汉语课文 2（或）中国学术话语中的近期问题
当代中国的选修转型（或）传承与创新
"
法兰克福大学,汉语言文学  ,Sinologie,"1.官网
https://www.uni-frankfurt.de/35792019?
2.申请时间：5月1日-7月15日
3.学制：2学期
4.语言：德语，DSHII，德福16
5.申请方式：申请方式同上
6.申请材料：
大学入学资格
●        学士学位证书
●        如果尚未完成学士学位：
- 记录成绩单或同等文件，列出学习计划的内容和平均成绩
一封动机信（600-650字）
●        简历
●        英语语言能力证明
●        现代汉语水平证明（至少90 CP）
●        证明中国文言能力（至少6个CP）
●        德语技能证书
●        APS证书（原件）

7.匹配度说明：
●        类似学科的学士学位或同等学历；
●        现代汉语水平证明（至少90 CP）
●        证明中国文言能力（至少6个CP）
●        本科申请者CP低于240或大学汉语学习课程CP低于150，可有条件录取，以弥补CP差额不超过60 CP
汉学本科学习内容：
●        现代汉语，汉学概论
●        汉学的技术和形式基础知识
●        汉语国家的学习
●        汉语与交际文化
●        中国文学
●        中国社会的政治和知识基础
●        文言文

主要集中以下几个领域：
●        中国知识文化
●        汉语言文学
●        与中国有关的社会科学

8.硕士学习内容
●        现代标准汉语高级技能
●        良好的传统书面汉语知识
●        对中华文明的历史文化基础和中国社会结构有深刻的认识
●        考虑处理与中国相关的数据、来源、文本和方法，
●        熟悉汉学研究方法，包括对中国的实证研究，
●        熟悉中国学术界，
●        精通与中国人的口头和书面沟通技巧
选修：三选一
●        中国知识文化
●        华文文学
●        中国研究的社会科学方法 

"
法兰克福大学,现代东亚研究 ,Modern East Asian Studies,"
1.官网
https://www.uni-frankfurt.de/35791842?
2.申请时间：4月1日-7月15日
3.学制：四学期
4.语言：英语 C1
5.申请方式：
ua申请+邮寄（必须附上申请编号）
https://my.uni-assist.de/registrierung
 6.申请材料：
●	完整的学术简历（英文）
●	动机信（作为写给 Storz 教授的正式英文信函，500-600 字），至少参考一位大学教授作为参考
●	撰写 MEAS 中代表的地区和学科的研究项目 （英文，800 - 最多 2,000 字，不包括参考书目）
https://www.uni-frankfurt.de/116644329/MEAS_Research_Proposal_Guidelines_March2022.pdf

7.匹配度说明：
●	社会科学、政治学、经济学、工商管理、法律、历史、民族学或相关领域的文学士或亚洲文化研究文学士（日本研究、汉学、韩国研究或东南亚研究）
●	英语语言能力（C1 级）证明
- 托福至少 95
- 雅思 7.0
- 托业 945
- 另一个被考试委员会认可为同等水平的证明。

以下是汉学本科学习内容：
●	现代汉语，汉学概论
●	汉学的技术和形式基础知识
●	汉语国家的学习
●	汉语与交际文化
●	中国文学
●	中国社会的政治和知识基础
●	文言文

主要集中以下几个领域：
●	中国知识文化
●	汉语言文学
●	与中国有关的社会科学




8.硕士学习内容
专注于日本/韩国研究
"
纽伦堡大学,汉学研究,sinologie,"
1.网址：
https://www.sinologie.phil.fau.de/jgjuhz/ba-ma-moeglichkeiten/master-sinologie-mit-fachspezifischer-ausrichtung/
2.申请时间：2.15-7.15
3.学制：四学期
4. 语言：DSHII
5. 申请方式：
网申：
https://www.campo.fau.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces
邮寄
 
6.申请材料：无特殊
7.匹配度说明：

参考本科学习内容
●        现代汉语
●        中国历史文化
●        关键资格：“交际能力”
●        文言文
●        中国与西方
●        关键资格：“语法基础”
●        中国文学
●        改变儒家传统
●        学士论文

8. 硕士学习内容：
https://www.sinologie.phil.fau.de/files/2022/04/sino_master_modulhandbuch_30032022.pdf

●        国家和社会（所有重点领域）
●        语言实践（所有专业）（1）
●        中国的变化背景一（所有重点领域）
●        语言文学（重点PHILOL）
●        进口模块（GES/PHIL/POL/SOZ/WIWI）
●        语言实践（所有专业）（2）
●        文化翻译Ⅰ（重点PHILOL/POL/SOZ/WIWI）
●        文献及其作者 I（重点 GES/PHIL/PHILOL/POL）
●        进口模块（GES/PHIL/POL/SOZ/WIWI）
●        中国的变化背景二（所有重点领域）
●        文献及其作者 II（重点 GES/PHIL/PHILOL/POL）
●        文化翻译II（重点PHILOL/POL/SOZ/WIWI）
●        进口模块（GES/PHIL/POL/SOZ/WIWI）
●        研究座谈会
●        硕士论文"
科隆大学,中国研究,Chinastudien,"1.网址：
https://phil-fak.uni-koeln.de/studium/master/master-faecher/chinastudien
2.申请时间：冬季入学7.15截止；夏季入学1.15截止
3.学制：四学期
4. 语言：德语C1，最好有英语B2
5. 申请方式：
ua申请https://www.uni-assist.de/bewerben/bewerbung-planen/vpd/
官网申请
 
https://klips2.uni-koeln.de/co/ee/ui/ca2/app/desktop/#/pl/ui/$ctx/wbSelbstRegPerson.register?$ctx=design=ca2;header=max;lang=de

6.申请材料：无特殊
7.匹配度说明：
●	本科中国研究学士学位
●	人文科目90 ECTS，中国相关模块20ECTS
●	成绩最低 2.4 
●	汉语水平 HSK5
该校中国研究本科课程学习包括：
●	中文I-IV
●	中国与中国研究的哲学与知识模式
●	中国的历史、语言和文字文化
●	中国媒体、艺术与传播
●	中国研究

8. 硕士学习内容：
https://philtypo3.uni-koeln.de/sites/phil-fak/lehre_studium/master/modulhandbuecher/2015MA1FChina.pdf
必修模块文化研究汉语（SM 1），媒体，中国文学和艺术（SM 2），中国哲学和话语实践（SM 3），中国研究的概念和范式（SM 4），文化研究的模式和方法（SM 5）和中国文化硕士研讨会（SM 6）
"
莱比锡大学,中国研究,Chinese Studies,"1.网址：
https://www.uni-leipzig.de/en/studying/prospective-students/courses-of-study/degree-programme/course/show/chinese-studies-ma
2.申请时间：
冬季学期5月2日至9月15日；
夏季学期12 月 1 日至 3 月 15 日
3.学制：四学期
4. 语言：英语B2+HSK5级
5. 申请方式：ua申请https://www.uni-assist.de/en/how-to-apply/
 
6.申请材料：
7.匹配度说明：硕士无明确要求
本科学习内容如下：
●	汉语语言课程
●	区域科学与中国研究的模式与方法
●	中国历史
中国历史研究的问题和方法
近代史和近代中国的历史发展及其在东亚和世界中的作用
●	中国社会
1949 年后中国社会的制度、利益相关者以及政治、制度、经济和文化进程

8. 硕士学习内容：
四个必修选修模块：
宗教
社会史
知识文化
文化史
全球历史

两个语言模块：
高级中文
高级阅读理解

两次学术实践研讨会
一项研究实习
"
