学校名称,专业中文名称,专业原名称（官网名称）,内容
亚琛工业大学,建筑和机器人,Construction and Robotics,"网址：
https://arch.rwth-aachen.de/cms/architektur/studium/Studiengaenge/~ffuge/M-Sc-Construction-and-Robotics/
2. 申请截止日期：
冬季学期：03.01前 
夏季学期：09.01前
3. 申请方式：网申
4. 申请材料：基本材料
5. 学制：4学期  
6. 语言：英语，雅思5.5或托福90
7. 是否NC：否
8. 匹配度说明：
本科可为计算机，建筑，土木，机械相关专业
若为计算机，则需满足：
计算机应用：22CP，包括编程，数据结构和算法，软件工程，数据库和信息系统
计算机工程：14CP，包括计算机工程介绍，操作系统和系统软件，数据交流和安全
计算机科学理论，6CP，包括形式系统、自动装置、过程
数学，14CP，包括计算机科学的微积分，线性代数
其他：6CP，软件项目实验
以上缺少12CP以内录取，且不能缺少实验课
若为建筑本科，则需满足
文化和历史基础，12CP
艺术和设计，12CP
数字化建设过程和方法，6CP
结构和设计，30CP，包括建筑结构I和建筑材料，建筑结构II（12CP）,建筑技术I,II（8CP），建筑和建设的综合项目（10CP）
结构，8CP
建筑规划和设计，18CP
设计基础，6CP

此外还需有6CP的数字化建筑，包括可视化编程，计算机辅助设计，建筑信息模型
以上缺少12CP以内录取，且不能缺少数字化建设和过程方法，结构和数字化建筑
若是土木本科，则需满足

数学基础，19CP，数学I,II（16CP），应用统计（3CP）
力学，16CP，力学I,II（16CP）

工程学和土木基础，其中建筑材料科学（8CP），建筑物理（3CP），结构设计和建筑建设（5CP），混凝土结构I（4CP），结构工程（5CP），项目管理I/建筑合同法I（4CP），土力工程I（5CP），规划方法（3CP），建设模型I（3CP），城市和区域规划（3CP），建筑项目的生命周期：设计和实施（4CP）

数字化建设，3CP，CAD简介
土木信息学，3CP
以上缺少12CP录取，且不能缺少力学，建筑材料科学，数字化建设和土木信息学

若为机械方向，则需满足：

力学，18CP，力学I II III
机械设计，机械原理，13CP，机械设计I II III，CAD介绍
热力学，7CP
传热学，6CP
材料科学，10CP
自动控制，6CP
流体力学，6CP
数学，17CP
计算机科学，5CP，机械工程中的计算机科学，
缺少12CP以内录取，且不能缺少计算机科学
9.硕士课程
在我们的跨学科、设计驱动的项目中，我们将提供 3 个不同的项目来实现“连接我们的建筑”的愿景：
•	项目 A：建筑工地上的物联网设备
•	项目 B：施工过程的个性化自动化
•	项目 C：建筑工地上的数字孪生
"
亚琛工业大学,机器人系统工程,Robotic Systems Engineering,"每学期5500欧学费！！！
1.	网址：
https://www.rwth-aachen.de/go/id/ojrv
2. 申请截止日期：
冬季学期：12.02-03.01（仅网申）
3. 申请方式：网申
4. 申请材料：基本材料+GRE+2推荐信+动机信
5. 学制：4学期 
6. 语言：英语B2
雅思5.5，托福90
7. 是否NC：否
8. 匹配度说明：
数学+物理：25CP
工程科学基础：60CP，包括力学，机械设计，电气，材料科学，热力学，制造技术，结构设计，计算机辅助设计
系统科学基础：25CP，包括计算机，软件技术，编程，传感器技术，有限元，多体仿真，控制工程，仿真模型，机电
此外还需要12个月实习证明，需包含雇主的地址和盖章，主管的联系方式，加入日期和结束日期，每周工作时间，职位名称，简短的任务描述
推荐信要求：与作者的关系，学术/职业经历，在各自领域的素质/成就，个人特质和目标，作者签名，写在机构/公司的信笺上（如果可能），盖有发行机构/公司的印章（如有可能）
动机信要求：
请详细回答以下问题：
•	当你想到在德国学习时，你有什么看法？
•	你为什么想在亚琛工业大学学习？
•	你为什么选择这个项目？
•	提及过去的学术或大学经历。
•	从哪里收到有关亚琛工业大学和该计划的信息？
•	该计划以何种方式帮助实现职业目标？
GRE要求：V145，Q160，写作3
9.硕士课程
选修方向：
电力电子
轻量化设计的过程和原理 
应用数值优化工程
机械工程中的数值方法
工程师的高级有限元方法
生产车间的机电一体化和控制技术
高级控制系统
战略技术管理
人工智能简介
包含德语课以及12周企业实习
"
汉诺威大学,机电和机器人,Mechatronik und Robotik,"网址：
https://www.uni-hannover.de/de/studium/studienangebot/info/studiengang/detail/mechatronik-und-robotik/
2. 申请截止日期：
冬季学期：06.01-07.15
夏季学期：12.01-01.15
3. 申请方式：UA网申
4. 申请材料：基本材料
5. 学制：4学期  
6. 语言：德语C1或英语C1
德语C1，DSH2，德福4x4，telc C1 HS，歌德C2
英语C1，雅思7.0，托福95，PTE 76
7. 是否NC：否
8. 匹配度说明：
相关专业毕业：
能源工程
机电工程
可持续工程
至少：
电学/驱动技术：20ECTS 
力学：15ECTS 
数学：15ECTS
测试技术/控制技术：10ECTS

如所缺课程在四个模块以内，则可以选择参加面试或补课（需两学期内完成），如所缺课程超过四个模块，则必须参加入学考试，入学考试为模块中相关内容的90分钟考试，可以补考一次，通过则可获得录取。

若满足条件的申请人数超过学习位置数量，则会根据申请人本科成绩进行排名筛选。
9.硕士课程
选修方向：
车辆机电一体化
工业和医疗机器人
医疗器械技术
机器人 - 移动系统
信号处理和自动化
系统工程"
多特蒙德工业大学,自动化和机器人,Automation and Robotics,"网址：
https://www.tu-dortmund.de/studierende/studienangebot/master/automation-and-robotics-58/
2. 申请截止日期：
冬季学期：02.01-03.15（仅冬季）
3. 申请方式：UA网申
4. 申请材料：基本材料
5. 学制：4学期  
6. 语言：英语C1
雅思7.0，托福95
7. 是否NC：否
8. 匹配度说明：
至少18LP数学，以及12LP计算机
毕业成绩至少达到2.0
9.本科课程





该专业本科对应EI，在TU Dortmund本科课程中
高数：27LP
物理：9LP
计算机，编程：30LP
信号与系统：9LP
控制和测量：12LP
电学基础：21LP
10.硕士课程
必修：
高等工程数学 6LP
控制理论和应用：6LP
计算机系统：6LP
机器人机械操作模型和控制：6LP
Matlab编程：3LP

三个方向：
认知系统，过程自动化，机器人技术
"
亚琛工业大学,自动化技术,Automatisierungstechnik,"可选择机器人方向
网址：
https://www.rwth-aachen.de/go/id/bjtg
2. 申请截止日期：
冬季学期： 3.1 以前
夏季学期： 9.1 以前
3. 申请方式：网申
4. 申请材料：基本材料+GRE，申请时无需APS和语言成绩
5. 学制：4学期  
6. 语言：
德语，德福4×4或DSH-2或歌德C1或Telc C1 HS或DSD II
7. 是否NC：否
8. 匹配度说明：

①机械工程应用方向：
力学，材料强度，静力学，动力学（18CP）
机械设计，机械原理（13CP）
热力学（6CP）
流体力学，传热学（8CP）
材料学（8CP）
数学，线代，微积分，数学分析，数值计算（17CP）
控制（6CP）

②机械工程基础方向
力学，材料强度，静力学，动力学（22CP）
机械设计，机械原理（9CP）
热力学（9CP）
流体力学，传热学（14CP）
材料学（6CP）
数学，线代，微积分，数学分析，数值计算（26CP）
控制（7CP）

③仿真技术/计算机工程方向（Simulationstechnik/Computational Engineering
Science）：
力学，材料强度，静力学，动力学（12CP）
仿真技术（15CP）
热力学（7CP）
软件技术，数据结构和算法，高性能计算（10CP）
数值计算，线代，微积分，数学分析（25CP

④计算机方向（Informatik）
编程，软件技术（8CP）
数据结构和算法（6CP）
信息工程学，驱动系统，实践（16CP）
形式系统，可计算性，逻辑学（14CP）
线代，数分，数值计算，概率论（25CP）

⑤材料与过程技术（Werkstoff- und Prozesstechnik）
力学，材料强度，静力学，动力学（12CP）
材料科学（23CP）
物理，化学（20CP）
线代，微积分，数学分析（15CP）


⑥电气方向（Elektrotechnik）
电气技术基础（24CP）
计算机基础（10CP）
物理基础（10CP）
线代，微积分，数分，数值计算（25CP）
系统理论，控制技术（6CP）

 

⑦机电方向（Mechatronik）
电气基础，力学，材料强度，静力学，动力学（40CP）
控制技术，测量与操控技术（9CP）
线代，微积分，数学分析（19CP）



⑧ 物理方向（Physik）
数学，数学分析，线代（30CP）
理论物理（30CP）
实验物理（30CP）

此外还需 GRE，v145，q160，作文3

 
还需至少六周的实习证明（可做为补课在注册毕业论文前补）
 

以上缺 30 学分内录取
9.硕士课程
机器人方向可选择：
先进机器人运动学与动力学
多体系统动力学
机器人系统
"
亚琛工业大学 ,电气工程信息技术和计算机,"Elektrotechnik, Informationstechnik und Technische Informatik","1.网址：
https://www.rwth-aachen.de/cms/root/studium/Vor-dem-Studium/Studiengaenge/Liste-Aktuelle-Studiengaenge/Studiengangbeschreibung/~bngt/Elektrotechnik-Informationstechnik-un/
2. 申请截止日期：
          冬季学期：3.1以前
          夏季学期：9.1以前
3. 申请方式：网申
4. 申请材料：基本材料
5. 学制：4学期  
6. 语言：
1)英语B2，托福90或雅思5.5
2)德语,需要在课程模块Additional修够8学分德语，如果入学前达到B1水平，则可申请免除

7. 是否NC：否
8. 匹配度说明：
数学28ECTS
物理和电气物理基础10ECTS
电气工程理论，电路技术34ECTS
计算机科学和编程12ECTS
系统理论基础8ECTS
电气或计算机的理论8ECTS
应用方向例如微电子、通信技术、能源技术、计算机工程或医疗技术领域20ECTS
以及
GRE Q要在前85%，V要在前15%

以上若数学补课大于11CP或总补课大于25CP，则拒
"
斯图加特大学,电气工程与信息技术,Elektrotechnik und Informationstechnik,"网址：https://www.uni-stuttgart.de/studium/studienangebot/Elektrotechnik-und-Informationstechnik-M.Sc./
申请日期：
冬季学期：5.15-7.15
夏季学期：12.1-1.15
申请方式：通过大学官网申请
语言：德语（德福16/歌德C2） 同时需要英语水平B1以上（雅思5.0）
申请材料：无特殊
匹配度说明：
 
如图为该专业本科的Modulhandbuch
高数 24
软件系统 3
编程 6
电学基础 9
实验物理 6
微电子 9
电机 9
电能技术 6
信号与系统 6
通信技术 9
信息处理 6
控制技术 9
学习方向：
八个方向：
电能系统、自动化和控制技术、智能信息处理、通信系统、高频技术、智能传感器、纳米和光电子学、电力电子技术和系统。
在八个可选专业中的六个中，英语模块的数量占主导地位"
柏林工业大学 ,自动化系统,Automotive Systems,"网址：
https://www.tu.berlin/studieren/studienangebot/alle-studiengaenge/studiengang/automotive-systems-m-sc/
申请截止日期：
冬季学期：4.2 - 6.15
夏季学期：12.1-1.15
申请方式：UA 网申
申请材料：基本材料
学制：4学期  
语言：
1）德语，德福4×4或DSH-2或歌德C2或Telc C1 HS或DSD II
2）英语，B2水平，即托福87或雅思6.5
7. 是否NC：是
8. 匹配度说明：
1)	本科专业为：电气工程、计算机工程、车辆工程/交通运输或相关学科
2)	本科学分要求
•	至少 20 LP数学和物理
•	至少 6 LP 计算机科学，
•	以下两个模块的任一模块至少有 48 LP：
电气工程/计算机工程模块：
•	18 LP电学基础
•	6 LP微处理器技术/计算机结构
•	6 LP信号和系统
•	6 LP控制工程
•	6 LP测量技术
•	6 LP半导体元件/电路技术或模电
•	6 LP嵌入式系统软件工程/软件技术
或者车辆工程/交通运输模块：
•	24 LP汽车工程基础
•	6 LP工程力学
•	6 LP机械设计
•	6 LP流体力学
•	6 CP热力学
•	6 CP电学基础
9. 打分制度
TU Berlin的AS专业录取采取打分制择优录取，打分规则如下
1）	匹配度占比55%
2）	本科专业占比30%
该部分满分为100分，计入总分时折算计入。
a. 电气工程、计算机工程或车辆工程/交通运输专业的学生，学习重点是车辆工程的，获得100分。
b. 工业工程与管理学科的学生，方向为电气工程或车辆工程的，获得75分。
c. 机电专业学生获得75分。
d. 所有其他工科专业学生获得50分。
e. 其他所有科目为0分。
3）	实习等经历占比15%
该部分满分为100分，计入总分时折算计入。
a.如果曾参加过汽车系统相关的职业培训并结业，则统一获得75分
b.如果曾参加过汽车系统相关的全职工作，则每全职一月获得8分。
c.如果曾参加过汽车系统相关的全职实习，则每实习一个月获得4分。
d.如果曾作为学生助理或在职学生，参加过汽车系统相关的活动，则每40小时/月获得2分。
最后根据得分从高到低录取。根据最近几年的录取情况，只要满足本科专业要求，匹配度要求，则均会被录取。往年NC专业录取情况网址：https://www.tu.berlin/studierendensekretariat/themen-a-z/auswahlgrenzen/"
汉诺威大学,电气工程与信息技术,Elektrotechnik und Informationstechnik,"网址：https://www.uni-hannover.de/de/studium/studienangebot/info/studiengang/detail/elektrotechnik-und-informationstechnik-1/
申请日期：
冬季学期：6.01-7.15
夏季学期：12.01-1.15
申请方式：通过大学官网申请
语言：德语（德福16/DSH2）
申请材料：无特殊
匹配度说明：
如果本科毕业于电子信息工程专业
 
共计25学分电子专业课，15学分高数，10学分控制课程（比如自动控制原理，过程控制，计算机控制等等）
如果本科毕业于机电专业
 
20学分电子和电机课程，15学分机电/机械课程，15学分数学以及10学分控制的课程
 
如果本科毕业于生产与物流专业：
15学分数学，10学分生产制造与物流专业课，10学分工程力学，10学分建造，10学分电子技术，10学分材料
如果本科毕业于机械制造/纯机械
15学分数学，15学分建造，15学分工程力学，10学分电子专业课，10学分材料科学
学习方向：
电气工程和信息技术硕士学位为毕业生在研究和生产领域的独立工作做好准备。 此外，该课程还可以胜任各种公司领域的管理任务。 学生加深在能源技术、自动化技术、微电子、通信工程和计算机工程领域的知识，并有机会专注于特定领域。 此外，将所学知识付诸实践实验室。"
布伦瑞克工业大学,电气工程与信息技术,Elektrotechnik und Informationstechnik ,"网址：https://www.tu-braunschweig.de/studienangebot/elektrotechnik-master
申请日期：
冬季学期：6.1-7.15
夏季学期：12.1-1.15
申请方式：通过大学官网申请
语言：德语（德福16/DSH2）
申请材料：无特殊
匹配度说明：
 
 
只要每有两学分课程来自以下模块，就可以得一分：
常微分方程
线性代数
复变函数与积分变换
实数和复数域的微积分
力学
热力学
光学
原子物理
每有两学分的课来自以下的模块，就可以得两分
电路，线性电网，电子元件，测量控制技术，电能变换（电力电子），数字电子电路，模拟电子电路，编程，电磁场
同时将成绩按照如上表的方式记入得分
 
如果不能在电子/电气/信息学与编程/自动控制四个模块保证每个模块都至少有学分，就会收到补课offer，要求至少在第二个学期内补齐
学习方向：
电气工程 4 学期硕士学位的特点是其强烈的科学重点。 内容的重点是基于所涉及机构当前研究领域的广泛的专业化选择。
在学习期间，您可以选择五个创新的、部分跨学科的选修领域：
自主智能系统
能源系统和驱动技术
信息技术系统
光子学和量子技术
计量和测量技术
"
萨尔大学,嵌入式系统,Embedded Systems,"网址：https://www.uni-saarland.de/studium/angebot/master/embedded-systems.html
申请日期：
冬季学期：5.15截止
夏季学期：11.15截止
申请方式：通过大学官网申请
语言：英语C1
申请材料：常规+动机信两封
匹配度说明：
•	申请攻读硕士课程的学生应具有德国大学的学士学位（至少 180 CP）或外国大学在嵌入式系统、工程、计算机科学、机电一体化或相关领域的同等资格：
•	要求申请人以前的学术成绩和学士学位的适当课程内容具有足够的优点。要求申请人证明他们在以下领域具有必要的专业知识水平：
一、数学（离散数学、实分析与多元微积分、线性代数、数值方法、随机学）
二 计算机科学（函数式和面向对象编程、形式化方法、软件开发方法）
三、工程学（嵌入式系统、机电一体化、信号处理、信息论）
•	最低先决条件是累计本科平均绩点 (CGPA) 达到 75% 或 4 分制的 GPA 达到 3.00，并且在毕业班中排名前 10%。
•	为了更好地评估您的技能，我们建议GRE考试（一般和/或计算机科学）。但是，参加该测试的证明不是强制性的
硕士内容
胰岛素泵、洗碗机、DVD 刻录机、太阳能电池板、高速火车和现代缝纫机都有一些共同点：它们能工作是因为它们内部有一台或多台计算机在工作。虽然它们既没有键盘也没有屏幕，但无数的程序仍然在其中运行。“嵌入式”是专家对这种东西的称呼。这样的系统可以让洗衣机用更少的电和水，让汽车用更少的燃料，让车轮不打滑，让安全气囊及时展开。今天已经有比普通计算机更多的嵌入式系统，不仅我们的日常生活依赖于它，有时甚至是我们的生活：安全气囊必须随时准备就绪，无论天气是否寒冷
它专注于控制技术系统所必需的计算机科学的那些部分。学生们将其与邻近工程学科的几门学科相结合。这包括控制工程、信号处理以及电气工程的基础知识。通过这种方式，我们确保您拥有开始工业和科学所需的必要知识
学习内容：
1. 嵌入式系统核心课程至少 27 学分，最多 31 学分
2. 最多一个额外的研讨会可以包括核心讲座、深入讲座或嵌入式系统研讨会的最少 27 个和最多 31 个分级学分。
3. 嵌入式系统研讨会的 7 个分级学分
4. 硕士研讨课程（12 CP）12 个分级学分和硕士论文30 个分级学分。
5. 自由选修区（至少 17 个未分级 CP），可选择以下领域的模块：
− 嵌入式系统常规讲座、深入讲座或研讨会领域的额外学分
− 实践小组的监督（助教工作）； 通常每个 4 CP，如果练习组属于不同的模块，则这些服务的多次执行是可能的。
− 语言课程
− 软技能研讨会。
− 工业实习（最多 6 CP），在向考试委员会申请后获得批准。
"
弗莱堡大学,嵌入式系统,Embedded Systems,"网址：https://www.tf.uni-freiburg.de/de/studienangebot/embedded-systems/embedded-systems-engineering
申请日期：
冬季学期：5.15截止
夏季学期：12.15截止
申请方式：通过大学官网申请
语言：英语C1
或：德语C1+英语B2
申请材料：常规
匹配度说明：
	机电一体化、信息技术、电气工程、计算机科学或类似专业的学士学位
	数学，计算机科学，物理和电气工程的先前知识
	平均分最低 2.9 
硕士内容
嵌入式系统是关键技术之一。无论是在医疗技术、汽车工业、航空航天领域，还是在电信、媒体和娱乐技术领域，嵌入式系统都在最新的技术发展中发挥着核心作用。通过传感器“感觉”、通过智能编程“思考”以及通过信号和执行器“行动”的系统执行各种各样的任务。
工程技术与计算机科学的联系
在硕士学位课程中，我们为您提供广泛的计算机科学与工程专业知识。由于您了解并结合了这两个技术领域的“语言”，您已经为未来作为研究科学家或公司项目经理做好了充分的准备。
您将获得有关微电子、微机械和基于软件的组件的设计以及将它们集成到整个系统中的知识。广泛的模块和课程选择使您能够设置自己的个人重点或专注于以下领域之一：
	人工智能
	信息物理系统
	电路与系统
	材料和制造
	生物医学工程
	光子学
学生可以通过从计算机科学和微系统技术中选择广泛的不同模块来建立个人能力概况，以建立和扩展他们的专业知识。或者他们可以专注于计算机科学领域之一（人工智能或网络物理系统）或 MSE 集中领域之一（电路和系统、材料和制造、生物医学工程和光子学）。
课程结构多种多样，考试规定仅提供框架，学生可以通过单独选择的讲座、研讨会、实验室实习和其他课程来填充这些框架。 
有 4 个必修领域，学生必须完成总计至少 18 个 ECTS 学分的模块：2 个领域包括嵌入式系统主题的必修课，分为计算机科学和微系统技术；其他 2 个领域包含计算机科学选修领域和 MSE 重点领域的专业化和深入课程。剩余的 ECTS 分数可以由学生按照自己的意愿进行分配，方法是在上述 4 个领域之一中学习额外的模块，或者完成定制课程选择领域的一些活动。该课程以硕士论文（论文）结束。"
开姆尼茨工业大学,嵌入式系统,Embedded Systems,"网址：https://www.tu-chemnitz.de/etit/studium/stugang/index.php.en?page=m_es#willkommen申请日期：
冬季学期：7.15截止
夏季学期：1.15截止
申请方式：Uni assist
语言：德语A1+英语B2（第三学期末前要达到A2）
申请材料：常规
匹配度说明：
申请嵌入式系统硕士课程的学生应具备扎实的硬件逻辑：
运算放大器、信号处理、微控制器架构
软件（例如：C 或 C++）基础知识。

硕士内容
这个英语硕士课程提供世界一流的教育，重点是嵌入式系统。这里的目标是通过结合微系统技术、信息和通信技术以及软件开发来开发智能系统解决方案。

基本模块（必修科目）特别是：
•	用于数据处理的数字组件和架构
•	智能传感器系统
•	数字信号处理
•	计算机视觉
•	嵌入式系统软件设计
•	实时系统
•	项目实验室嵌入式系统
•	数字系统设计
•	硬件/软件协同设计
在这些必修科目的基础上，该计划提供了进一步深化以下专业的各种机会：
•	系统设计
•	汽车系统
•	信号处理
•	嵌入式系统
•	非技术
根据可用性，学习计划提供在大学做一个小研究项目或研究实习（不是两者）的机会；实习：语言要求：德语B2
该课程由第四学期的硕士论文完成。
由于嵌入式系统创新的重要性和巨大潜力，嵌入式系统毕业生在科学和工业领域的可能性都很大。英语硕士课程培养成为该领域全球参与者的能力。此外，在管理中担任领导职位也是可能的。
•	汽车行业
•	航天工业
•	传感器行业
•	半导体行业
•	机器人与自动化
•	设备工程
•	软件工程
•	研究与科学"
斯图加特大学,自治系统,Autonome Systeme,"网址https://www.uni-stuttgart.de/studium/studienangebot/Autonome-Systeme-M.Sc./
申请日期：
冬季学期：7.15截止
夏季学期：1.15截止
申请方式：网申
语言：德语，斯图只接受德福4✖️4，歌德C2
申请材料：常规
匹配度说明：
先决条件是至少六个学期的电气工程和信息技术、计算机科学、软件技术、航空航天工程、机械工程、车辆和发动机技术、技术控制论、机电一体化或密切相关学科的学士学位（或同等学历）
数学技能：
• 高等数学 I 和 II
和至少一个指定的模块
• 统计和随机基础
• 高等数学 III

计算机科学、电气工程和信息技术方面的能力，至少三个指定模块：
• 数据结构和算法
• 计算机科学技术基础
• 人工智能基础
• 自动化技术 I

建模技术系统的技能，至少两个指定模块：
• 技术力学
• 电气工程基础
• 机械系统动力学
• IT 系统建模

控制工程方面的能力，至少指定模块之一：
• 控制工程 I
• 控制工程简介

选拔过程会注重成绩，如果考试委员会认为你没有达到要求，会有15-20分钟的面试

硕士内容：
自主系统具有广泛的应用，从自主车辆和飞机到现代生产系统和各种机器人系统。除了应用知识之外，此类系统的开发还需要广泛的方法，只有建立不同的互补研究概况才能通过学位课程涵盖这些方法。
提供了两个研究概况：
•	“网络智能”和
•	“智能自动化”。
“网络智能”研究概况侧重于自治系统的 IT 和电工方面，而“智能自动化”概况则侧重于控制和自动化动态自治系统的方法。两种学习概况都提供相同的申请科目。由于两种学习背景的学生都可以在应用项目中合作，因此他们在学习期间获得了在自治系统应用方面的跨学科合作经验。
除了经典的大学课程外，学生还有机会在应用学科中从事实践性很强的项目：
•	生产，
•	驾驶，
•	飞行，
•	机器人技术
•	能源系统
这些科目由各学院的研究所监督，因此提供了了解这些领域的机会。通过实验室的实际工作，传达分布式自治系统方法的开发和应用经验。例如，在“驾驶应用主题”中，讨论了自动穿梭车上的环境检测、线控驱动或轨迹控制等方面。飞行领域是关于无人驾驶飞行器 (UAV) 的控制，而生产和机器人技术解决生产自动化的特殊问题或处理日常使用的机器人。最终，能源系统专注于 如何通过部分自主组件的交互可靠地产生和传输电力。学生有机会在实践中应用先前获得的理论知识。"
达姆施达特工业大学,自治系统,Autonome Systeme,"网址https://www.tu-darmstadt.de/studieren/studieninteressierte/bewerbung_zulassung_tu/bewerbung_master/artikel_details_de_en_181440.de.jsp
申请日期：
冬季学期：7.15截止
夏季学期：1.15截止
申请方式：网申
语言：德语C1
申请材料：常规
匹配度说明：
• 数学：独立处理线性代数、分析、数值和随机方法的能力，理解面向证明的数学课程中的典型证明，并正确引导类似于讲座的基本案例。
• 理论计算机科学：使用数学符号和方法来支持计算机科学概念的能力。
• 实用计算机科学：从问题描述中独立找到必要解决方案的能力
根据功能和非功能要求选择标准算法和数据结构，或在已知策略的基础上构建和评估新算法和数据结构以解决问题，必要时考虑并行性。
•在没有类似示例的情况下独立地将编程语言的各个组件组合在一起，作为编程任务的一部分，以形成一个整体解决方案。
•以不同的、并行的、遵循不同范例、具有不同应用领域并且位于整个抽象级别范围内的编程语言来解决编程任务。
•确保通过正式测试程序和设计方法创建的实施质量
•计算机科学实际相关领域的知识，例如机器人技术、计算和计算机工程； 信息管理；
•网络和分布式系统； 视觉计算和创造。
• 计算机工程：能够理解计算机、处理器和微架构之间的相互作用，并为系统和应用软件级别做出适当的实施决策。

1. 必须证明上述核心科目的经验总计至少 70 CP。 
数学的核心科目必须至少有 25 CP 和计算机科学至少有 35 CP。
2.	参考课程中必须基本涵盖内容的课程是：计算工程和机器人学； 软件工程; 视觉计算

核心科目的课程类型不低于 3.0，每个单独的成绩
在这方面优于 4.0
硕士课程
 
计算机视觉或测量和传感器技术
机器人的基础知识或多体系统的动态仿真或系统动力学和控制技术 I
人工智能或学习机器人简介
基础技术选修课
机械工程或网络安全中的系统可靠性
集成机器人项目 1 或基于传感器的分析和仿真系统研讨会"
达姆施达特工业大学,计算机工程,Computational Engineering,"网址：https://www.tu-darmstadt.de/studieren/studieninteressierte/studienangebot_studiengaenge/studiengang_183616.de.jsp
申请日期：
冬季学期：7.15截止
夏季学期：1.15截止
申请方式：网申+邮寄
语言：德语C1
申请材料：常规
匹配度说明：
“计算工程”、数学、土木工程、机械工程、电气工程和信息技术、计算机科学或力学等课程之一的理学学士或工程学士或相当程度。
该学位应包括至少 18 CP 来自数学领域的课程，至少 12 CP 在工程领域和至少 12 CP 在计算机科学领域。

硕士内容： 
理论基础
（至少 4 CP）

数学，
力学，
土木工程和大地测量学，
电气工程，
信息学
（至少 28 CP）

土木工程和大地测量学，
机械工业，
电气工程和
信息技术，
信息学，
计算机器人，
流动和燃烧，
（至少 28 CP）

应用数学：
数值、统计、优化方法
（至少 8 CP）

应用信息学
（至少 4 CP）
"
海德堡大学,数据和计算机科学,DATA AND COMPUTER SCIENCE,"1. 官网：
https://www.uni-heidelberg.de/en/study/all-subjects/computer-science/data-and-computer-science-master
2. 授课语言：英语B2，雅思6.5
 
3. 申请日期：
冬季学期：4.1 - 5.15
 
4. 申请方式：网申
https://heico.uni-heidelberg.de/heiCO/ee/ui/ca2/app/desktop/#/login
5. 申请材料：无特殊材料
6. 匹配度说明和选拔标准
 
计算机科学、数学、自然科学或工程学科目成绩达到 100%，或获得公认的同等学位
 
通过(a)项所述学位证明具备计算机科学知识或其他经证明的计算机科学知识，总计 32 个 CP，其中至少 6 个 CP 可分配给第 1 项和第 2 项所列的两个领域，至少6CP可分配给第 3 至第 5 项所列领域中的两个领域 满足
①　算法和数据结构：算法基础以及运行时复杂性和数据结构；
②　实用计算机科学：编程基础、面向对象编程和软件工程学；
③　理论计算机科学：形式语言、自动化和复杂性理论
④　计算机体系结构：交换代数、顺序逻辑、流水线、存储层次结构和分布式系统和网络；
⑤　数学基础：向量空间、线性映射和单变量函数分析以及序列和数列。
 
大学成绩2.5以上or申请人在其所报考的课程中属于考试成绩前 20%的学生
7. 硕士学习内容
https://www.informatik.uni-heidelberg.de/c/image/f/default/pdfs/mhb2023/MHB_Informatik_MSc_DaCS_2022-23_WiSe.pdf
选修课方向
 
- 可视计算 (VC)
- 软件系统与工程 (SE)
- 科学计算（SC）
- 算法数据分析与机器学习（AM）
- 算法与理论计算机科学（AT）
- 计算机工程（CE）
选修课内容：
 
3D 计算机视觉 (I3dCVi)
高级机器学习（IAML）
算法工程（IAE）
编程智能（IAIP）
复杂网络分析（INA）
计算几何（ICGeo）
计算机游戏（ICS）
凸面优化
离散结构 2 (IDS2)
机器学习基础（IFML）
几何建模与动画（IGMA）
硬件感知科学计算（IHASC）
信息技术项目管理（IPM）
逆问题（IIP）
机器学习（IML）
海量数据集挖掘 (IMMD)
数值优化
机器学习优化 (10ML)
实用几何 (IP Geo)
科学可视化（ISV）
软件进化（ISWEvol）
软件经济学 (ISwOk)
体积可视化 (IVV)
软件工程中的知识管理与决策
软件工程中的知识管理与决策（ISWKM）
计算机工程硕士学位（MScTI）的所有基础和高级模块
计算机工程学硕士（MScTI）
"
弗莱堡大学,计算机科学,Informatik,"网站
https://www.studium.uni-freiburg.de/en/program-offerings/all-degree-programs/info/181
2、邮箱
studienberatung@informatik.uni-freiburg.de
3、语言要求：英语C1
4、申请时间：
①　冬季入学 3.1 - 5.31 
②　夏季入学11.1 - 12.15 
5、申请方式 官网申请
https://campus.uni-freiburg.de/qisserver/rds?state=user&type=0
6、申请材料：常规材料+GRE（非强制）
7、匹配度要求
①　计算机科学、数学或密切相关领域的学士学位。
②　非常精通数学和理论计算机科学（例如微分方程、线性代数、分析、形式语言、形式语法、图灵机、可判定性、复杂性理论、逻辑、自动机、算法和数据结构、操作系统、计算机网络、计算机体系结构）
8、硕士课程
要获得硕士学位，学生将完成七堂课（1门高级讲座+ 6门专业课程
或 2 门高级讲座 + 5 门专业课程）42 ECTS 学分
两个研讨会，6个ECTS学分
一门实验课程，6个ECTS学分
一个学习项目，18个ECTS学分
论文，30 ECTS 学分

此外，他们将在所谓的“定制课程选择”领域获得 18 个 ECTS 学分，该领域允许通过完成计算机科学以外的一些课程来打破常规。"
